zone_id,date,bike_availability
Z004,2025-01-11,102.0
Z004,2025-01-12,65.0
Z004,2025-01-13,192.0
Z004,2025-01-14,3.0
Z004,2025-01-15,191.0
Z004,2025-01-16,5.0
Z004,2025-01-17,150.0
Z004,2025-01-18,45.0
Z004,2025-01-19,81.0
Z004,2025-01-20,154.0
Z004,2025-01-21,17.0
Z004,2025-01-22,58.0
Z004,2025-01-23,1.0
Z004,2025-01-24,104.0
Z004,2025-01-25,185.0
Z004,2025-01-26,194.0
Z004,2025-01-27,
Z004,2025-01-28,27.0
Z004,2025-01-29,183.0
Z004,2025-01-30,20.0
Z004,2025-01-31,74.0
Z004,2025-02-01,182.0
Z004,2025-02-02,18.0
Z004,2025-02-03,167.0
Z004,2025-02-04,50.0
Z004,2025-02-05,148.0
Z004,2025-02-06,
Z004,2025-02-07,114.0
Z004,2025-02-08,198.0
Z004,2025-02-09,147.0
Z004,2025-02-10,19.0
Z004,2025-02-11,197.0
Z004,2025-02-12,58.0
Z004,2025-02-13,7.0
Z004,2025-02-14,64.0
Z004,2025-02-15,37.0
Z004,2025-02-16,121.0
Z004,2025-02-17,167.0
Z004,2025-02-18,131.0
Z004,2025-02-19,169.0
Z004,2025-02-20,41.0
Z004,2025-02-21,165.0
Z004,2025-02-22,127.0
Z004,2025-02-23,107.0
Z004,2025-02-24,56.0
Z004,2025-02-25,149.0
Z004,2025-02-26,125.0
Z004,2025-02-27,199.0
Z004,2025-02-28,129.0
Z004,2025-03-01,138.0
Z004,2025-03-02,
Z004,2025-03-03,180.0
Z004,2025-03-04,121.0
Z004,2025-03-05,13.0
Z004,2025-03-06,171.0
Z004,2025-03-07,151.0
Z004,2025-03-08,40.0
Z004,2025-03-09,86.0
Z004,2025-03-10,88.0
Z004,2025-03-11,153.0
Z004,2025-03-12,167.0
Z004,2025-03-13,95.0
Z004,2025-03-14,103.0
Z004,2025-03-15,91.0
Z004,2025-03-16,56.0
Z004,2025-03-17,87.0
Z004,2025-03-18,150.0
Z004,2025-03-19,139.0
Z004,2025-03-20,84.0
Z004,2025-03-21,114.0
Z004,2025-03-22,96.0
Z004,2025-03-23,15.0
Z004,2025-03-24,86.0
Z004,2025-03-25,104.0
Z004,2025-03-26,161.0
Z004,2025-03-27,53.0
Z004,2025-03-28,174.0
Z004,2025-03-29,46.0
Z004,2025-03-30,103.0
Z004,2025-03-31,89.0
Z005,2025-01-01,68.0
Z005,2025-01-02,
Z005,2025-01-03,123.0
Z005,2025-01-04,7.0
Z005,2025-01-05,70.0
Z005,2025-01-06,59.0
Z005,2025-01-07,137.0
Z005,2025-01-08,
Z005,2025-01-09,77.0
Z005,2025-01-10,48.0
Z005,2025-01-11,159.0
Z005,2025-01-12,170.0
Z005,2025-01-13,54.0
Z005,2025-01-14,21.0
Z005,2025-01-15,188.0
Z005,2025-01-16,108.0
Z005,2025-01-17,103.0
Z005,2025-01-18,163.0
Z005,2025-01-19,93.0
Z005,2025-01-20,175.0
Z005,2025-01-21,72.0
Z005,2025-01-22,68.0
Z005,2025-01-23,199.0
Z005,2025-01-24,20.0
Z005,2025-01-25,133.0
Z005,2025-01-26,99.0
Z005,2025-01-27,162.0
Z005,2025-01-28,
Z005,2025-01-29,173.0
Z005,2025-01-30,
Z005,2025-01-31,
Z005,2025-02-01,107.0
Z005,2025-02-02,8.0
Z005,2025-02-03,185.0
Z005,2025-02-04,12.0
Z005,2025-02-05,193.0
Z005,2025-02-06,145.0
Z005,2025-02-07,7.0
Z005,2025-02-08,
Z005,2025-02-09,16.0
Z005,2025-02-10,172.0
Z005,2025-02-11,50.0
Z005,2025-02-12,8.0
Z005,2025-02-13,144.0
Z005,2025-02-14,114.0
Z005,2025-02-15,199.0
Z005,2025-02-16,
Z005,2025-02-17,72.0
Z005,2025-02-18,38.0
Z005,2025-02-19,69.0
Z005,2025-02-20,118.0
Z005,2025-02-21,44.0
Z005,2025-02-22,
Z005,2025-02-23,46.0
Z005,2025-02-24,46.0
Z005,2025-02-25,71.0
Z005,2025-02-26,31.0
Z005,2025-02-27,90.0
Z005,2025-02-28,121.0
Z005,2025-03-01,117.0
Z005,2025-03-02,193.0
Z005,2025-03-03,65.0
Z005,2025-03-04,139.0
Z005,2025-03-05,158.0
Z005,2025-03-06,16.0
Z005,2025-03-07,36.0
Z005,2025-03-08,137.0
Z005,2025-03-09,9.0
Z005,2025-03-10,44.0
Z005,2025-03-11,30.0
Z005,2025-03-12,
Z005,2025-03-13,98.0
Z005,2025-03-14,3.0
Z005,2025-03-15,106.0
Z005,2025-03-16,38.0
Z005,2025-03-17,166.0
Z005,2025-03-18,151.0
Z005,2025-03-19,142.0
Z005,2025-03-20,46.0
Z005,2025-03-21,152.0
Z005,2025-03-22,
Z005,2025-03-23,189.0
Z005,2025-03-24,111.0
Z005,2025-03-25,139.0
Z005,2025-03-26,30.0
Z005,2025-03-27,13.0
Z005,2025-03-28,101.0
Z005,2025-03-29,175.0
Z005,2025-03-30,25.0
Z005,2025-03-31,36.0
Z006,2025-01-01,152.0
Z006,2025-01-02,10.0
Z006,2025-01-03,31.0
Z006,2025-01-04,33.0
Z006,2025-01-05,63.0
Z006,2025-01-06,199.0
Z006,2025-01-07,
Z006,2025-01-08,5.0
Z006,2025-01-09,192.0
Z006,2025-01-10,106.0
Z006,2025-01-11,134.0
Z006,2025-01-12,
Z006,2025-01-13,104.0
Z006,2025-01-14,138.0
Z006,2025-01-15,30.0
Z006,2025-01-16,76.0
Z006,2025-01-17,122.0
Z006,2025-01-18,21.0
Z006,2025-01-19,174.0
Z006,2025-01-20,19.0
Z006,2025-01-21,110.0
Z006,2025-01-22,140.0
Z006,2025-01-23,17.0
Z006,2025-01-24,147.0
Z006,2025-01-25,190.0
Z006,2025-01-26,7.0
Z006,2025-01-27,119.0
Z006,2025-01-28,139.0
Z006,2025-01-29,124.0
Z006,2025-01-30,95.0
Z006,2025-01-31,41.0
Z006,2025-02-01,122.0
Z006,2025-02-02,
Z006,2025-02-03,112.0
Z006,2025-02-04,67.0
Z006,2025-02-05,16.0
Z006,2025-02-06,99.0
Z006,2025-02-07,
Z006,2025-02-08,160.0
Z006,2025-02-09,46.0
Z006,2025-02-10,10.0
Z006,2025-02-11,51.0
Z006,2025-02-12,15.0
Z006,2025-02-13,87.0
Z006,2025-02-14,24.0
Z006,2025-02-15,67.0
Z006,2025-02-16,7.0
Z006,2025-02-17,91.0
Z006,2025-02-18,124.0
Z006,2025-02-19,38.0
Z006,2025-02-20,
Z006,2025-02-21,51.0
Z006,2025-02-22,172.0
Z006,2025-02-23,156.0
Z006,2025-02-24,70.0
Z006,2025-02-25,30.0
Z006,2025-02-26,17.0
Z006,2025-02-27,113.0
Z006,2025-02-28,193.0
Z006,2025-03-01,40.0
Z006,2025-03-02,56.0
Z006,2025-03-03,
Z006,2025-03-04,42.0
Z006,2025-03-05,178.0
Z006,2025-03-06,6.0
Z006,2025-03-07,96.0
Z006,2025-03-08,10.0
Z006,2025-03-09,48.0
Z006,2025-03-10,197.0
Z006,2025-03-11,192.0
Z006,2025-03-12,90.0
Z006,2025-03-13,121.0
Z006,2025-03-14,165.0
Z006,2025-03-15,133.0
Z006,2025-03-16,180.0
Z006,2025-03-17,48.0
Z006,2025-03-18,38.0
Z006,2025-03-19,11.0
Z006,2025-03-20,18.0
Z006,2025-03-21,156.0
Z006,2025-03-22,50.0
Z006,2025-03-23,170.0
Z006,2025-03-24,62.0
Z006,2025-03-25,70.0
Z006,2025-03-26,4.0
Z006,2025-03-27,159.0
Z006,2025-03-28,95.0
Z006,2025-03-29,34.0
Z006,2025-03-30,194.0
Z006,2025-03-31,130.0
Z007,2025-01-01,162.0
Z007,2025-01-02,79.0
Z007,2025-01-03,160.0
Z007,2025-01-04,2.0
Z007,2025-01-05,109.0
Z007,2025-01-06,41.0
Z007,2025-01-07,
Z007,2025-01-08,175.0
Z007,2025-01-09,135.0
Z007,2025-01-10,96.0
Z007,2025-01-11,57.0
Z007,2025-01-12,116.0
Z007,2025-01-13,121.0
Z007,2025-01-14,74.0
Z007,2025-01-15,24.0
Z007,2025-01-16,40.0
Z007,2025-01-17,144.0
Z007,2025-01-18,120.0
Z007,2025-01-19,
Z007,2025-01-20,97.0
Z007,2025-01-21,98.0
Z007,2025-01-22,190.0
Z007,2025-01-23,198.0
Z007,2025-01-24,19.0
Z007,2025-01-25,116.0
Z007,2025-01-26,150.0
Z007,2025-01-27,155.0
Z007,2025-01-28,121.0
Z007,2025-01-29,49.0
Z007,2025-01-30,
Z007,2025-01-31,33.0
Z007,2025-02-01,72.0
Z007,2025-02-02,145.0
Z007,2025-02-03,33.0
Z007,2025-02-04,83.0
Z007,2025-02-05,143.0
Z007,2025-02-06,0.0
Z007,2025-02-07,27.0
Z007,2025-02-08,186.0
Z007,2025-02-09,152.0
Z007,2025-02-10,147.0
Z007,2025-02-11,107.0
Z007,2025-02-12,66.0
Z007,2025-02-13,105.0
Z007,2025-02-14,55.0
Z007,2025-02-15,4.0
Z007,2025-02-16,6.0
Z007,2025-02-17,104.0
Z007,2025-02-18,69.0
Z007,2025-02-19,148.0
Z007,2025-02-20,171.0
Z007,2025-02-21,81.0
Z007,2025-02-22,61.0
Z007,2025-02-23,168.0
Z007,2025-02-24,40.0
Z007,2025-02-25,151.0
Z007,2025-02-26,66.0
Z007,2025-02-27,98.0
Z007,2025-02-28,
Z007,2025-03-01,155.0
Z007,2025-03-02,185.0
Z007,2025-03-03,114.0
Z007,2025-03-04,195.0
Z007,2025-03-05,
Z007,2025-03-06,142.0
Z007,2025-03-07,139.0
Z007,2025-03-08,94.0
Z007,2025-03-09,187.0
Z007,2025-03-10,115.0
Z007,2025-03-11,19.0
Z007,2025-03-12,39.0
Z007,2025-03-13,74.0
Z007,2025-03-14,124.0
Z007,2025-03-15,96.0
Z007,2025-03-16,164.0
Z007,2025-03-17,68.0
Z007,2025-03-18,40.0
Z007,2025-03-19,70.0
Z007,2025-03-20,177.0
Z007,2025-03-21,100.0
Z007,2025-03-22,11.0
Z007,2025-03-23,7.0
Z007,2025-03-24,94.0
Z007,2025-03-25,167.0
Z007,2025-03-26,54.0
Z007,2025-03-27,
Z007,2025-03-28,85.0
Z007,2025-03-29,25.0
Z007,2025-03-30,
Z007,2025-03-31,189.0
Z008,2025-01-01,39.0
Z008,2025-01-02,
Z008,2025-01-03,32.0
Z008,2025-01-04,15.0
Z008,2025-01-05,0.0
Z008,2025-01-06,156.0
Z008,2025-01-07,180.0
Z008,2025-01-08,199.0
Z008,2025-01-09,186.0
Z008,2025-01-10,156.0
Z008,2025-01-11,177.0
Z008,2025-01-12,
Z008,2025-01-13,142.0
Z008,2025-01-14,
Z008,2025-01-15,37.0
Z008,2025-01-16,17.0
Z008,2025-01-17,51.0
Z008,2025-01-18,91.0
Z008,2025-01-19,168.0
Z008,2025-01-20,151.0
Z008,2025-01-21,34.0
Z008,2025-01-22,24.0
Z008,2025-01-23,29.0
Z008,2025-01-24,161.0
Z008,2025-01-25,67.0
Z008,2025-01-26,30.0
Z008,2025-01-27,85.0
Z008,2025-01-28,139.0
Z008,2025-01-29,19.0
Z008,2025-01-30,104.0
Z008,2025-01-31,197.0
Z008,2025-02-01,146.0
Z008,2025-02-02,64.0
Z008,2025-02-03,57.0
Z008,2025-02-04,121.0
Z008,2025-02-05,142.0
Z008,2025-02-06,19.0
Z008,2025-02-07,16.0
Z008,2025-02-08,109.0
Z008,2025-02-09,91.0
Z008,2025-02-10,60.0
Z008,2025-02-11,59.0
Z008,2025-02-12,139.0
Z008,2025-02-13,126.0
Z008,2025-02-14,43.0
Z008,2025-02-15,135.0
Z008,2025-02-16,74.0
Z008,2025-02-17,119.0
Z008,2025-02-18,122.0
Z008,2025-02-19,30.0
Z008,2025-02-20,77.0
Z008,2025-02-21,179.0
Z008,2025-02-22,177.0
Z008,2025-02-23,39.0
Z008,2025-02-24,40.0
Z008,2025-02-25,163.0
Z008,2025-02-26,195.0
Z008,2025-02-27,51.0
Z008,2025-02-28,198.0
Z008,2025-03-01,
Z008,2025-03-02,177.0
Z008,2025-03-03,49.0
Z008,2025-03-04,89.0
Z008,2025-03-05,103.0
Z008,2025-03-06,3.0
Z008,2025-03-07,96.0
Z008,2025-03-08,15.0
Z008,2025-03-09,173.0
Z008,2025-03-10,164.0
Z008,2025-03-11,43.0
Z008,2025-03-12,97.0
Z008,2025-03-13,160.0
Z008,2025-03-14,155.0
Z008,2025-03-15,97.0
Z008,2025-03-16,116.0
Z008,2025-03-17,136.0
Z008,2025-03-18,145.0
Z008,2025-03-19,155.0
Z008,2025-03-20,118.0
Z008,2025-03-21,125.0
Z008,2025-03-22,14.0
Z008,2025-03-23,192.0
Z008,2025-03-24,182.0
Z008,2025-03-25,181.0
Z008,2025-03-26,123.0
Z008,2025-03-27,163.0
Z008,2025-03-28,174.0
Z008,2025-03-29,105.0
Z008,2025-03-30,104.0
Z008,2025-03-31,41.0
Z009,2025-01-01,92.0
Z009,2025-01-02,96.0
Z009,2025-01-03,110.0
Z009,2025-01-04,6.0
Z009,2025-01-05,30.0
Z009,2025-01-06,145.0
Z009,2025-01-07,182.0
Z009,2025-01-08,44.0
Z009,2025-01-09,146.0
Z009,2025-01-10,24.0
Z009,2025-01-11,26.0
Z009,2025-01-12,146.0
Z009,2025-01-13,161.0
Z009,2025-01-14,175.0
Z009,2025-01-15,85.0
Z009,2025-01-16,56.0
Z009,2025-01-17,67.0
Z009,2025-01-18,144.0
Z009,2025-01-19,114.0
Z009,2025-01-20,72.0
Z009,2025-01-21,27.0
Z009,2025-01-22,166.0
Z009,2025-01-23,36.0
Z009,2025-01-24,
Z009,2025-01-25,45.0
Z009,2025-01-26,177.0
Z009,2025-01-27,132.0
Z009,2025-01-28,96.0
Z009,2025-01-29,109.0
Z009,2025-01-30,24.0
Z009,2025-01-31,60.0
Z009,2025-02-01,113.0
Z009,2025-02-02,136.0
Z009,2025-02-03,181.0
Z009,2025-02-04,7.0
Z009,2025-02-05,32.0
Z009,2025-02-06,31.0
Z009,2025-02-07,16.0
Z009,2025-02-08,107.0
Z009,2025-02-09,103.0
Z009,2025-02-10,165.0
Z009,2025-02-11,12.0
Z009,2025-02-12,188.0
Z009,2025-02-13,25.0
Z009,2025-02-14,145.0
Z009,2025-02-15,112.0
Z009,2025-02-16,149.0
Z009,2025-02-17,
Z009,2025-02-18,
Z009,2025-02-19,35.0
Z009,2025-02-20,81.0
Z009,2025-02-21,153.0
Z009,2025-02-22,161.0
Z009,2025-02-23,38.0
Z009,2025-02-24,83.0
Z009,2025-02-25,174.0
Z009,2025-02-26,143.0
Z009,2025-02-27,122.0
Z009,2025-02-28,153.0
Z009,2025-03-01,126.0
Z009,2025-03-02,121.0
Z009,2025-03-03,92.0
Z009,2025-03-04,179.0
Z009,2025-03-05,172.0
Z009,2025-03-06,122.0
Z009,2025-03-07,160.0
Z009,2025-03-08,135.0
Z009,2025-03-09,127.0
Z009,2025-03-10,140.0
Z009,2025-03-11,46.0
Z009,2025-03-12,68.0
Z009,2025-03-13,144.0
Z009,2025-03-14,46.0
Z009,2025-03-15,107.0
Z009,2025-03-16,122.0
Z009,2025-03-17,65.0
Z009,2025-03-18,7.0
Z009,2025-03-19,29.0
Z009,2025-03-20,83.0
Z009,2025-03-21,35.0
Z009,2025-03-22,101.0
Z009,2025-03-23,107.0
Z009,2025-03-24,44.0
Z009,2025-03-25,190.0
Z009,2025-03-26,22.0
Z009,2025-03-27,150.0
Z009,2025-03-28,13.0
Z009,2025-03-29,161.0
Z009,2025-03-30,120.0
Z009,2025-03-31,50.0
Z010,2025-01-01,17.0
Z010,2025-01-02,117.0
Z010,2025-01-03,96.0
Z010,2025-01-04,111.0
Z010,2025-01-05,148.0
Z010,2025-01-06,166.0
Z010,2025-01-07,108.0
Z010,2025-01-08,69.0
Z010,2025-01-09,155.0
Z010,2025-01-10,122.0
Z010,2025-01-11,195.0
Z010,2025-01-12,193.0
Z010,2025-01-13,
Z010,2025-01-14,151.0
Z010,2025-01-15,115.0
Z010,2025-01-16,73.0
Z010,2025-01-17,93.0
Z010,2025-01-18,118.0
Z010,2025-01-19,59.0
Z010,2025-01-20,34.0
Z010,2025-01-21,195.0
Z010,2025-01-22,93.0
Z010,2025-01-23,106.0
Z010,2025-01-24,115.0
Z010,2025-01-25,44.0
Z010,2025-01-26,199.0
Z010,2025-01-27,6.0
Z010,2025-01-28,141.0
Z010,2025-01-29,166.0
Z010,2025-01-30,79.0
Z010,2025-01-31,6.0
Z010,2025-02-01,113.0
Z010,2025-02-02,184.0
Z010,2025-02-03,195.0
Z010,2025-02-04,188.0
Z010,2025-02-05,197.0
Z010,2025-02-06,180.0
Z010,2025-02-07,49.0
Z010,2025-02-08,177.0
Z010,2025-02-09,148.0
Z010,2025-02-10,108.0
Z010,2025-02-11,24.0
Z010,2025-02-12,13.0
Z010,2025-02-13,130.0
Z010,2025-02-14,40.0
Z010,2025-02-15,90.0
Z010,2025-02-16,188.0
Z010,2025-02-17,161.0
Z010,2025-02-18,47.0
Z010,2025-02-19,121.0
Z010,2025-02-20,97.0
Z010,2025-02-21,132.0
Z010,2025-02-22,
Z010,2025-02-23,176.0
Z010,2025-02-24,84.0
Z010,2025-02-25,48.0
Z010,2025-02-26,192.0
Z010,2025-02-27,187.0
Z010,2025-02-28,
Z010,2025-03-01,38.0
Z010,2025-03-02,
Z010,2025-03-03,109.0
Z010,2025-03-04,29.0
Z010,2025-03-05,138.0
Z010,2025-03-06,72.0
Z010,2025-03-07,175.0
Z010,2025-03-08,
Z010,2025-03-09,
Z010,2025-03-10,104.0
Z010,2025-03-11,178.0
Z010,2025-03-12,134.0
Z010,2025-03-13,2.0
Z010,2025-03-14,76.0
Z010,2025-03-15,37.0
Z010,2025-03-16,11.0
Z010,2025-03-17,100.0
Z010,2025-03-18,155.0
Z010,2025-03-19,171.0
Z010,2025-03-20,92.0
Z010,2025-03-21,154.0
Z010,2025-03-22,133.0
Z010,2025-03-23,40.0
Z010,2025-03-24,180.0
Z010,2025-03-25,
Z010,2025-03-26,35.0
Z010,2025-03-27,163.0
Z010,2025-03-28,29.0
Z010,2025-03-29,85.0
Z010,2025-03-30,45.0
Z010,2025-03-31,62.0
Z011,2025-01-01,127.0
Z011,2025-01-02,101.0
Z011,2025-01-03,65.0
Z011,2025-01-04,152.0
Z011,2025-01-05,113.0
Z011,2025-01-06,139.0
Z011,2025-01-07,171.0
Z011,2025-01-08,49.0
Z011,2025-01-09,111.0
Z011,2025-01-10,108.0
Z011,2025-01-11,25.0
Z011,2025-01-12,5.0
Z011,2025-01-13,31.0
Z011,2025-01-14,190.0
Z011,2025-01-15,44.0
Z011,2025-01-16,121.0
Z011,2025-01-17,37.0
Z011,2025-01-18,137.0
Z011,2025-01-19,184.0
Z011,2025-01-20,26.0
Z011,2025-01-21,
Z011,2025-01-22,
Z011,2025-01-23,159.0
Z011,2025-01-24,39.0
Z011,2025-01-25,195.0
Z011,2025-01-26,172.0
Z011,2025-01-27,127.0
Z011,2025-01-28,135.0
Z011,2025-01-29,95.0
Z011,2025-01-30,154.0
Z011,2025-01-31,44.0
Z011,2025-02-01,44.0
Z011,2025-02-02,127.0
Z011,2025-02-03,154.0
Z011,2025-02-04,61.0
Z011,2025-02-05,
Z011,2025-02-06,43.0
Z011,2025-02-07,16.0
Z011,2025-02-08,56.0
Z011,2025-02-09,46.0
Z011,2025-02-10,62.0
Z011,2025-02-11,194.0
Z011,2025-02-12,
