zone_id,date,parking_capacity
Z005,2025-02-07,249.0
Z005,2025-02-08,275.0
Z005,2025-02-09,401.0
Z005,2025-02-10,539.0
Z005,2025-02-11,594.0
Z005,2025-02-12,
Z005,2025-02-13,610.0
Z005,2025-02-14,736.0
Z005,2025-02-15,512.0
Z005,2025-02-16,760.0
Z005,2025-02-17,736.0
Z005,2025-02-18,261.0
Z005,2025-02-19,568.0
Z005,2025-02-20,939.0
Z005,2025-02-21,416.0
Z005,2025-02-22,
Z005,2025-02-23,942.0
Z005,2025-02-24,873.0
Z005,2025-02-25,199.0
Z005,2025-02-26,623.0
Z005,2025-02-27,112.0
Z005,2025-02-28,358.0
Z005,2025-03-01,454.0
Z005,2025-03-02,117.0
Z005,2025-03-03,167.0
Z005,2025-03-04,582.0
Z005,2025-03-05,668.0
Z005,2025-03-06,850.0
Z005,2025-03-07,413.0
Z005,2025-03-08,650.0
Z005,2025-03-09,679.0
Z005,2025-03-10,
Z005,2025-03-11,399.0
Z005,2025-03-12,729.0
Z005,2025-03-13,466.0
Z005,2025-03-14,990.0
Z005,2025-03-15,263.0
Z005,2025-03-16,189.0
Z005,2025-03-17,833.0
Z005,2025-03-18,147.0
Z005,2025-03-19,483.0
Z005,2025-03-20,479.0
Z005,2025-03-21,202.0
Z005,2025-03-22,641.0
Z005,2025-03-23,980.0
Z005,2025-03-24,755.0
Z005,2025-03-25,943.0
Z005,2025-03-26,237.0
Z005,2025-03-27,813.0
Z005,2025-03-28,316.0
Z005,2025-03-29,375.0
Z005,2025-03-30,361.0
Z005,2025-03-31,563.0
Z006,2025-01-01,928.0
Z006,2025-01-02,536.0
Z006,2025-01-03,973.0
Z006,2025-01-04,841.0
Z006,2025-01-05,
Z006,2025-01-06,868.0
Z006,2025-01-07,129.0
Z006,2025-01-08,714.0
Z006,2025-01-09,181.0
Z006,2025-01-10,172.0
Z006,2025-01-11,608.0
Z006,2025-01-12,826.0
Z006,2025-01-13,
Z006,2025-01-14,624.0
Z006,2025-01-15,699.0
Z006,2025-01-16,140.0
Z006,2025-01-17,982.0
Z006,2025-01-18,856.0
Z006,2025-01-19,664.0
Z006,2025-01-20,678.0
Z006,2025-01-21,821.0
Z006,2025-01-22,355.0
Z006,2025-01-23,
Z006,2025-01-24,623.0
Z006,2025-01-25,800.0
Z006,2025-01-26,623.0
Z006,2025-01-27,334.0
Z006,2025-01-28,210.0
Z006,2025-01-29,164.0
Z006,2025-01-30,191.0
Z006,2025-01-31,724.0
Z006,2025-02-01,228.0
Z006,2025-02-02,
Z006,2025-02-03,616.0
Z006,2025-02-04,542.0
Z006,2025-02-05,866.0
Z006,2025-02-06,371.0
Z006,2025-02-07,685.0
Z006,2025-02-08,693.0
Z006,2025-02-09,921.0
Z006,2025-02-10,529.0
Z006,2025-02-11,836.0
Z006,2025-02-12,420.0
Z006,2025-02-13,927.0
Z006,2025-02-14,219.0
Z006,2025-02-15,
Z006,2025-02-16,828.0
Z006,2025-02-17,146.0
Z006,2025-02-18,955.0
Z006,2025-02-19,429.0
Z006,2025-02-20,203.0
Z006,2025-02-21,236.0
Z006,2025-02-22,152.0
Z006,2025-02-23,702.0
Z006,2025-02-24,823.0
Z006,2025-02-25,613.0
Z006,2025-02-26,311.0
Z006,2025-02-27,104.0
Z006,2025-02-28,878.0
Z006,2025-03-01,530.0
Z006,2025-03-02,898.0
Z006,2025-03-03,328.0
Z006,2025-03-04,534.0
Z006,2025-03-05,231.0
Z006,2025-03-06,666.0
Z006,2025-03-07,657.0
Z006,2025-03-08,403.0
Z006,2025-03-09,325.0
Z006,2025-03-10,805.0
Z006,2025-03-11,358.0
Z006,2025-03-12,431.0
Z006,2025-03-13,
Z006,2025-03-14,117.0
Z006,2025-03-15,235.0
Z006,2025-03-16,881.0
Z006,2025-03-17,273.0
Z006,2025-03-18,488.0
Z006,2025-03-19,631.0
Z006,2025-03-20,961.0
Z006,2025-03-21,800.0
Z006,2025-03-22,993.0
Z006,2025-03-23,796.0
Z006,2025-03-24,169.0
Z006,2025-03-25,239.0
Z006,2025-03-26,967.0
Z006,2025-03-27,506.0
Z006,2025-03-28,926.0
Z006,2025-03-29,594.0
Z006,2025-03-30,929.0
Z006,2025-03-31,352.0
Z007,2025-01-01,629.0
Z007,2025-01-02,828.0
Z007,2025-01-03,883.0
Z007,2025-01-04,746.0
Z007,2025-01-05,520.0
Z007,2025-01-06,291.0
Z007,2025-01-07,659.0
Z007,2025-01-08,379.0
Z007,2025-01-09,925.0
Z007,2025-01-10,215.0
Z007,2025-01-11,302.0
Z007,2025-01-12,537.0
Z007,2025-01-13,436.0
Z007,2025-01-14,254.0
Z007,2025-01-15,994.0
Z007,2025-01-16,262.0
Z007,2025-01-17,
Z007,2025-01-18,540.0
Z007,2025-01-19,497.0
Z007,2025-01-20,130.0
Z007,2025-01-21,985.0
Z007,2025-01-22,443.0
Z007,2025-01-23,906.0
Z007,2025-01-24,
Z007,2025-01-25,189.0
Z007,2025-01-26,451.0
Z007,2025-01-27,518.0
Z007,2025-01-28,846.0
Z007,2025-01-29,350.0
Z007,2025-01-30,196.0
Z007,2025-01-31,743.0
Z007,2025-02-01,132.0
Z007,2025-02-02,391.0
Z007,2025-02-03,439.0
Z007,2025-02-04,600.0
Z007,2025-02-05,880.0
Z007,2025-02-06,315.0
Z007,2025-02-07,826.0
Z007,2025-02-08,945.0
Z007,2025-02-09,612.0
Z007,2025-02-10,241.0
Z007,2025-02-11,866.0
Z007,2025-02-12,710.0
Z007,2025-02-13,453.0
Z007,2025-02-14,811.0
Z007,2025-02-15,768.0
Z007,2025-02-16,219.0
Z007,2025-02-17,415.0
Z007,2025-02-18,687.0
Z007,2025-02-19,
Z007,2025-02-20,419.0
Z007,2025-02-21,534.0
Z007,2025-02-22,605.0
Z007,2025-02-23,428.0
Z007,2025-02-24,445.0
Z007,2025-02-25,659.0
Z007,2025-02-26,458.0
Z007,2025-02-27,157.0
Z007,2025-02-28,272.0
Z007,2025-03-01,417.0
Z007,2025-03-02,744.0
Z007,2025-03-03,737.0
Z007,2025-03-04,989.0
Z007,2025-03-05,896.0
Z007,2025-03-06,170.0
Z007,2025-03-07,752.0
Z007,2025-03-08,680.0
Z007,2025-03-09,872.0
Z007,2025-03-10,921.0
Z007,2025-03-11,954.0
Z007,2025-03-12,643.0
Z007,2025-03-13,683.0
Z007,2025-03-14,759.0
Z007,2025-03-15,590.0
Z007,2025-03-16,591.0
Z007,2025-03-17,970.0
Z007,2025-03-18,
Z007,2025-03-19,655.0
Z007,2025-03-20,
Z007,2025-03-21,961.0
Z007,2025-03-22,991.0
Z007,2025-03-23,810.0
Z007,2025-03-24,517.0
Z007,2025-03-25,
Z007,2025-03-26,331.0
Z007,2025-03-27,
Z007,2025-03-28,187.0
Z007,2025-03-29,614.0
Z007,2025-03-30,102.0
Z007,2025-03-31,675.0
Z008,2025-01-01,647.0
Z008,2025-01-02,452.0
Z008,2025-01-03,561.0
Z008,2025-01-04,441.0
Z008,2025-01-05,381.0
Z008,2025-01-06,359.0
Z008,2025-01-07,403.0
Z008,2025-01-08,
Z008,2025-01-09,
Z008,2025-01-10,689.0
Z008,2025-01-11,878.0
Z008,2025-01-12,305.0
Z008,2025-01-13,796.0
Z008,2025-01-14,663.0
Z008,2025-01-15,252.0
Z008,2025-01-16,419.0
Z008,2025-01-17,846.0
Z008,2025-01-18,870.0
Z008,2025-01-19,216.0
Z008,2025-01-20,360.0
Z008,2025-01-21,231.0
Z008,2025-01-22,987.0
Z008,2025-01-23,771.0
Z008,2025-01-24,454.0
Z008,2025-01-25,448.0
Z008,2025-01-26,685.0
Z008,2025-01-27,959.0
Z008,2025-01-28,768.0
Z008,2025-01-29,527.0
Z008,2025-01-30,166.0
Z008,2025-01-31,607.0
Z008,2025-02-01,191.0
Z008,2025-02-02,733.0
Z008,2025-02-03,333.0
Z008,2025-02-04,378.0
Z008,2025-02-05,265.0
Z008,2025-02-06,851.0
Z008,2025-02-07,352.0
Z008,2025-02-08,434.0
Z008,2025-02-09,861.0
Z008,2025-02-10,227.0
Z008,2025-02-11,940.0
Z008,2025-02-12,327.0
Z008,2025-02-13,953.0
Z008,2025-02-14,433.0
Z008,2025-02-15,496.0
Z008,2025-02-16,141.0
Z008,2025-02-17,612.0
Z008,2025-02-18,740.0
Z008,2025-02-19,426.0
Z008,2025-02-20,800.0
Z008,2025-02-21,757.0
Z008,2025-02-22,288.0
Z008,2025-02-23,989.0
Z008,2025-02-24,802.0
Z008,2025-02-25,233.0
Z008,2025-02-26,461.0
Z008,2025-02-27,123.0
Z008,2025-02-28,562.0
Z008,2025-03-01,836.0
Z008,2025-03-02,749.0
Z008,2025-03-03,301.0
Z008,2025-03-04,896.0
Z008,2025-03-05,130.0
Z008,2025-03-06,
Z008,2025-03-07,107.0
Z008,2025-03-08,308.0
Z008,2025-03-09,
Z008,2025-03-10,653.0
Z008,2025-03-11,658.0
Z008,2025-03-12,908.0
Z008,2025-03-13,848.0
Z008,2025-03-14,739.0
Z008,2025-03-15,891.0
Z008,2025-03-16,912.0
Z008,2025-03-17,180.0
Z008,2025-03-18,180.0
Z008,2025-03-19,781.0
Z008,2025-03-20,627.0
Z008,2025-03-21,816.0
Z008,2025-03-22,166.0
Z008,2025-03-23,223.0
Z008,2025-03-24,332.0
Z008,2025-03-25,844.0
Z008,2025-03-26,660.0
Z008,2025-03-27,562.0
Z008,2025-03-28,247.0
Z008,2025-03-29,637.0
Z008,2025-03-30,597.0
Z008,2025-03-31,328.0
Z009,2025-01-01,201.0
Z009,2025-01-02,738.0
Z009,2025-01-03,392.0
Z009,2025-01-04,339.0
Z009,2025-01-05,785.0
Z009,2025-01-06,477.0
Z009,2025-01-07,505.0
Z009,2025-01-08,863.0
Z009,2025-01-09,513.0
Z009,2025-01-10,401.0
Z009,2025-01-11,426.0
Z009,2025-01-12,918.0
Z009,2025-01-13,834.0
Z009,2025-01-14,638.0
Z009,2025-01-15,293.0
Z009,2025-01-16,271.0
Z009,2025-01-17,325.0
Z009,2025-01-18,141.0
Z009,2025-01-19,806.0
Z009,2025-01-20,919.0
Z009,2025-01-21,841.0
Z009,2025-01-22,835.0
Z009,2025-01-23,475.0
Z009,2025-01-24,952.0
Z009,2025-01-25,170.0
Z009,2025-01-26,216.0
Z009,2025-01-27,620.0
Z009,2025-01-28,345.0
Z009,2025-01-29,888.0
Z009,2025-01-30,319.0
Z009,2025-01-31,782.0
Z009,2025-02-01,134.0
Z009,2025-02-02,346.0
Z009,2025-02-03,672.0
Z009,2025-02-04,788.0
Z009,2025-02-05,999.0
Z009,2025-02-06,782.0
Z009,2025-02-07,
Z009,2025-02-08,753.0
Z009,2025-02-09,821.0
Z009,2025-02-10,450.0
Z009,2025-02-11,279.0
Z009,2025-02-12,
Z009,2025-02-13,743.0
Z009,2025-02-14,207.0
Z009,2025-02-15,953.0
Z009,2025-02-16,456.0
Z009,2025-02-17,638.0
Z009,2025-02-18,293.0
Z009,2025-02-19,979.0
Z009,2025-02-20,840.0
Z009,2025-02-21,132.0
Z009,2025-02-22,260.0
Z009,2025-02-23,392.0
Z009,2025-02-24,685.0
Z009,2025-02-25,
Z009,2025-02-26,992.0
Z009,2025-02-27,246.0
Z009,2025-02-28,130.0
Z009,2025-03-01,704.0
Z009,2025-03-02,128.0
Z009,2025-03-03,585.0
Z009,2025-03-04,251.0
Z009,2025-03-05,794.0
Z009,2025-03-06,498.0
Z009,2025-03-07,
Z009,2025-03-08,867.0
Z009,2025-03-09,454.0
Z009,2025-03-10,745.0
Z009,2025-03-11,501.0
Z009,2025-03-12,184.0
Z009,2025-03-13,775.0
Z009,2025-03-14,826.0
Z009,2025-03-15,451.0
Z009,2025-03-16,373.0
Z009,2025-03-17,861.0
Z009,2025-03-18,680.0
Z009,2025-03-19,699.0
Z009,2025-03-20,241.0
Z009,2025-03-21,793.0
Z009,2025-03-22,710.0
Z009,2025-03-23,
Z009,2025-03-24,415.0
Z009,2025-03-25,360.0
Z009,2025-03-26,764.0
Z009,2025-03-27,103.0
Z009,2025-03-28,590.0
Z009,2025-03-29,285.0
Z009,2025-03-30,371.0
Z009,2025-03-31,643.0
Z010,2025-01-01,633.0
Z010,2025-01-02,
Z010,2025-01-03,297.0
Z010,2025-01-04,992.0
Z010,2025-01-05,242.0
Z010,2025-01-06,897.0
Z010,2025-01-07,649.0
Z010,2025-01-08,
Z010,2025-01-09,447.0
Z010,2025-01-10,625.0
Z010,2025-01-11,710.0
Z010,2025-01-12,252.0
Z010,2025-01-13,815.0
Z010,2025-01-14,910.0
Z010,2025-01-15,377.0
Z010,2025-01-16,978.0
Z010,2025-01-17,148.0
Z010,2025-01-18,
Z010,2025-01-19,907.0
Z010,2025-01-20,486.0
Z010,2025-01-21,656.0
Z010,2025-01-22,979.0
Z010,2025-01-23,799.0
Z010,2025-01-24,755.0
Z010,2025-01-25,
Z010,2025-01-26,161.0
Z010,2025-01-27,320.0
Z010,2025-01-28,419.0
Z010,2025-01-29,428.0
Z010,2025-01-30,811.0
Z010,2025-01-31,792.0
Z010,2025-02-01,361.0
Z010,2025-02-02,515.0
Z010,2025-02-03,518.0
Z010,2025-02-04,476.0
Z010,2025-02-05,678.0
Z010,2025-02-06,244.0
Z010,2025-02-07,470.0
Z010,2025-02-08,609.0
Z010,2025-02-09,947.0
Z010,2025-02-10,701.0
Z010,2025-02-11,896.0
Z010,2025-02-12,186.0
Z010,2025-02-13,205.0
Z010,2025-02-14,995.0
Z010,2025-02-15,557.0
Z010,2025-02-16,294.0
Z010,2025-02-17,961.0
Z010,2025-02-18,
Z010,2025-02-19,545.0
Z010,2025-02-20,216.0
Z010,2025-02-21,469.0
Z010,2025-02-22,253.0
Z010,2025-02-23,921.0
Z010,2025-02-24,217.0
Z010,2025-02-25,145.0
Z010,2025-02-26,318.0
Z010,2025-02-27,
Z010,2025-02-28,931.0
Z010,2025-03-01,628.0
Z010,2025-03-02,127.0
Z010,2025-03-03,490.0
Z010,2025-03-04,896.0
Z010,2025-03-05,618.0
Z010,2025-03-06,220.0
Z010,2025-03-07,610.0
Z010,2025-03-08,508.0
Z010,2025-03-09,
Z010,2025-03-10,770.0
Z010,2025-03-11,564.0
Z010,2025-03-12,695.0
Z010,2025-03-13,616.0
Z010,2025-03-14,905.0
Z010,2025-03-15,110.0
Z010,2025-03-16,714.0
Z010,2025-03-17,225.0
Z010,2025-03-18,913.0
Z010,2025-03-19,287.0
Z010,2025-03-20,366.0
Z010,2025-03-21,376.0
Z010,2025-03-22,815.0
Z010,2025-03-23,910.0
Z010,2025-03-24,979.0
Z010,2025-03-25,785.0
Z010,2025-03-26,283.0
Z010,2025-03-27,574.0
Z010,2025-03-28,750.0
Z010,2025-03-29,275.0
Z010,2025-03-30,761.0
Z010,2025-03-31,172.0
Z011,2025-01-01,103.0
Z011,2025-01-02,556.0
Z011,2025-01-03,490.0
Z011,2025-01-04,
Z011,2025-01-05,193.0
Z011,2025-01-06,144.0
Z011,2025-01-07,995.0
Z011,2025-01-08,377.0
Z011,2025-01-09,852.0
Z011,2025-01-10,458.0
Z011,2025-01-11,654.0
Z011,2025-01-12,859.0
Z011,2025-01-13,223.0
Z011,2025-01-14,586.0
Z011,2025-01-15,209.0
Z011,2025-01-16,683.0
Z011,2025-01-17,936.0
Z011,2025-01-18,527.0
Z011,2025-01-19,699.0
Z011,2025-01-20,784.0
Z011,2025-01-21,458.0
Z011,2025-01-22,801.0
Z011,2025-01-23,344.0
Z011,2025-01-24,528.0
Z011,2025-01-25,593.0
Z011,2025-01-26,226.0
Z011,2025-01-27,620.0
Z011,2025-01-28,120.0
Z011,2025-01-29,217.0
Z011,2025-01-30,825.0
Z011,2025-01-31,583.0
Z011,2025-02-01,240.0
Z011,2025-02-02,417.0
Z011,2025-02-03,359.0
Z011,2025-02-04,294.0
Z011,2025-02-05,248.0
Z011,2025-02-06,944.0
Z011,2025-02-07,478.0
Z011,2025-02-08,575.0
Z011,2025-02-09,934.0
Z011,2025-02-10,491.0
Z011,2025-02-11,215.0
