zone_id,date,trips_thousands
Z177,2025-01-01,312.8203745233354
Z189,2025-01-15,332.02678081161656
Z066,2025-01-22,300.7471824649726
Z022,2025-01-01,269.97378558518375
Z170,2025-02-01,298.56083135679046
Z198,2025-02-04,320.6550385886609
Z032,2025-01-08,293.0162645457819
Z168,2025-01-29,357.29186272784966
Z082,2025-02-24,273.1859708837196
Z087,2025-02-22,326.45245924257284
Z050,2025-02-09,250.79111985159744
Z152,2025-01-05,241.17485611815252
Z183,2025-03-26,305.5790382216907
Z013,2025-03-25,311.7273670375207
Z129,2025-02-23,318.14292105384027
Z079,2025-01-25,264.6064908195148
Z147,2025-01-11,269.68494320676024
Z004,2025-02-22,317.48862653838995
Z100,2025-01-31,291.64061235346446
Z153,2025-02-14,294.4621482862185
Z148,2025-03-01,271.9526554814981
Z190,2025-01-26,278.7861797694903
Z117,2025-03-29,329.8998884633188
Z166,2025-03-26,298.17668506972325
Z147,2025-03-12,281.68729680283434
Z146,2025-03-04,318.446865332535
Z032,2025-03-14,306.06624309320944
Z070,2025-01-02,290.9004276610467
Z187,2025-03-11,294.0767113656477
Z151,2025-02-05,304.294153491266
Z048,2025-01-27,279.0329040491227
Z059,2025-03-16,313.4574979857152
Z195,2025-03-15,289.96336465463355
Z024,2025-03-29,326.2169314632413
Z133,2025-01-31,268.6477638886058
Z137,2025-02-04,288.64855928829195
Z036,2025-03-06,267.4595894999221
Z125,2025-02-14,221.70358919769018
Z193,2025-03-31,332.326078468981
Z089,2025-01-12,322.2206851390736
Z076,2025-02-28,263.6569727746134
Z145,2025-01-06,280.59709711657763
Z162,2025-02-22,319.0798597521051
Z073,2025-01-12,331.88100995525053
Z132,2025-02-28,285.31714714507734
Z121,2025-02-25,355.1060497059697
Z008,2025-03-20,323.7493728898775
Z049,2025-03-19,287.46560641503373
Z068,2025-02-04,298.131830907687
Z062,2025-01-07,308.27009681118795
Z111,2025-03-24,337.48164218231983
Z100,2025-03-15,313.92433300119177
Z012,2025-02-06,297.62976587096773
Z061,2025-01-06,302.75098569132643
Z174,2025-02-28,293.79740543108863
Z078,2025-03-03,258.8526684835308
Z195,2025-02-27,240.91126308738123
Z053,2025-01-03,308.4133077330752
Z048,2025-01-16,267.58661124624575
Z002,2025-02-03,295.9467723878176
Z176,2025-02-24,351.3129074542567
Z061,2025-03-06,285.6692934427867
Z191,2025-02-27,311.5059799306413
Z063,2025-03-19,285.1979949617402
Z132,2025-01-18,293.4098645102746
Z031,2025-01-27,291.2024175219988
Z199,2025-02-19,341.71377178122736
Z053,2025-03-26,288.8223312130109
Z032,2025-02-06,283.4848521634727
Z114,2025-03-26,271.0782779233575
Z088,2025-01-30,282.1732762539513
Z141,2025-02-07,256.2327916663385
Z081,2025-03-28,285.12947873597113
Z187,2025-03-06,307.2934459815087
Z079,2025-01-21,243.40637427356995
Z196,2025-02-18,284.55383168813137
Z079,2025-03-07,252.20421520500227
Z046,2025-03-08,339.7898009538645
Z149,2025-03-06,325.1239657597089
Z084,2025-02-16,289.21166983272633
Z193,2025-02-25,306.4721485863472
Z048,2025-02-09,280.1794544758588
Z180,2025-02-26,354.92842313231193
Z132,2025-01-10,283.828886641093
Z062,2025-03-16,306.29154411382
Z037,2025-01-30,273.58064259571523
Z009,2025-02-01,301.2302952161697
Z001,2025-03-01,340.3154357637551
Z140,2025-01-14,260.0597349366571
Z049,2025-01-09,281.11065121680775
Z061,2025-02-16,288.1321225373909
Z104,2025-03-25,321.02401335845207
Z171,2025-03-17,280.40549623470514
Z174,2025-03-31,280.090969240258
Z118,2025-01-09,342.7980231865022
Z118,2025-03-27,331.91654059476963
Z075,2025-01-05,279.2316916157721
Z056,2025-03-15,260.1617920346681
Z118,2025-01-07,324.37727813027817
Z065,2025-01-04,326.04913782298763
Z025,2025-01-15,300.63662242367184
Z065,2025-03-30,338.2638705458154
Z056,2025-02-19,282.4342118528073
Z109,2025-02-04,272.7151362768476
Z187,2025-01-11,287.54286926183187
Z193,2025-02-24,319.82961276577936
Z151,2025-03-13,280.3548556701761
Z107,2025-03-26,303.79906119868605
Z184,2025-01-26,296.4008740956889
Z052,2025-03-24,315.7839338771773
Z034,2025-01-24,341.89418970280894
Z156,2025-02-15,341.049050179452
Z047,2025-01-14,304.5627493365008
Z020,2025-03-01,304.90048964578335
Z018,2025-03-11,285.67040566266553
Z142,2025-03-16,293.99396480779694
Z051,2025-03-06,322.54174519391336
Z011,2025-03-12,322.01743515495207
Z174,2025-01-03,281.67209008335647
Z096,2025-03-29,341.3317174044024
Z129,2025-01-19,289.3707217520019
Z122,2025-03-20,289.67058752531284
Z105,2025-01-19,303.1077570079022
Z072,2025-02-07,274.0169058282921
Z035,2025-02-16,298.6774885949227
Z109,2025-03-18,253.7862188546667
Z083,2025-03-19,300.4930886207554
Z035,2025-01-10,307.21224233235637
Z020,2025-03-15,347.26074537889724
Z035,2025-01-14,316.3878536836816
Z038,2025-03-14,361.1290349509062
Z069,2025-03-17,319.97267190806787
Z103,2025-01-12,321.4775675017645
Z099,2025-02-28,337.6947270739907
Z164,2025-01-23,301.39818110713315
Z072,2025-02-05,257.76467839431507
Z023,2025-02-10,302.8352286996409
Z104,2025-01-10,315.8259903290115
Z034,2025-01-26,320.32843297283307
Z169,2025-01-09,331.3686034717931
Z062,2025-02-08,321.86324120995044
Z045,2025-02-07,315.52527539255175
Z006,2025-01-27,336.01397837970705
Z055,2025-02-13,321.51001196317344
Z003,2025-03-13,281.0634790036571
Z158,2025-01-13,308.7473972282329
Z018,2025-01-28,287.3758525411371
Z197,2025-02-11,319.0358208843429
Z092,2025-01-25,249.07620515072043
Z179,2025-02-12,309.810085005168
Z171,2025-03-28,314.64657724642205
Z070,2025-03-18,271.44893199646367
Z102,2025-02-04,252.26848174261724
Z154,2025-03-06,305.35461669778044
Z148,2025-03-25,293.1508671769675
Z080,2025-02-05,310.67654929823135
Z033,2025-02-18,297.1267639101691
Z075,2025-01-26,279.2240743239774
Z034,2025-02-13,350.64968222067336
Z098,2025-03-25,273.51117750738007
Z104,2025-03-02,306.2003297428929
Z081,2025-01-23,277.04086452542754
Z013,2025-03-09,333.7352434838013
Z152,2025-03-16,250.2327751712847
Z045,2025-02-17,287.1310833733077
Z004,2025-02-27,314.77004887257783
Z107,2025-02-02,295.3548336366966
Z003,2025-03-09,240.81608646271073
Z086,2025-01-13,321.86675423596444
Z175,2025-01-04,325.787745935202
Z105,2025-02-12,294.7535127414327
Z174,2025-01-25,291.17113911520823
Z134,2025-03-05,348.7615915849433
Z160,2025-02-21,329.838475222303
Z157,2025-03-21,321.49677912293646
Z155,2025-03-11,303.7889047046856
Z002,2025-02-07,261.06792317517113
Z082,2025-03-27,269.4688522219491
Z027,2025-03-22,274.1935267524947
Z196,2025-02-16,290.79889884533515
Z154,2025-02-11,272.55635859948796
Z131,2025-03-01,329.8494871749537
Z005,2025-01-02,327.7324259266559
Z056,2025-01-05,295.1536365851995
Z191,2025-01-29,285.44976108064793
Z103,2025-01-10,341.79661848795547
Z030,2025-02-22,327.2492379173219
Z110,2025-01-10,312.71399206577433
Z162,2025-03-20,279.68298024236367
Z045,2025-01-16,312.0482979230467
Z095,2025-02-05,319.20624123339377
Z080,2025-02-04,314.40794148799284
Z059,2025-03-31,287.4464726565218
Z093,2025-01-09,329.0886622453564
Z073,2025-02-22,323.3149647635961
Z171,2025-01-30,329.3481203493133
Z001,2025-03-30,337.51784657553264
Z099,2025-01-11,349.3615908893804
Z011,2025-01-29,333.38094344212317
Z135,2025-02-04,253.6399488266051
Z172,2025-01-29,335.45786843283406
Z089,2025-01-15,307.5016656012246
Z073,2025-02-02,346.14779453999574
Z190,2025-01-28,275.13837177480144
Z007,2025-01-24,293.537316459129
Z143,2025-01-20,298.1640647344074
Z161,2025-02-01,345.51324330032077
Z103,2025-03-17,320.78478247509514
Z179,2025-01-06,324.53866042186775
Z184,2025-02-28,304.01689507875295
Z067,2025-03-17,289.23560526123964
Z019,2025-03-16,330.7431488216187
Z070,2025-02-12,289.0687693460809
Z172,2025-02-01,284.05811153011416
Z114,2025-01-29,279.86791973274245
Z119,2025-03-12,312.127250854385
Z143,2025-02-11,313.95575483189236
Z046,2025-02-01,296.2729331197337
Z022,2025-02-24,304.71442738905176
Z087,2025-02-20,321.04385660377204
Z187,2025-03-10,278.8794620343038
Z029,2025-02-28,273.7306027439268
Z043,2025-02-23,273.3383281537076
Z023,2025-03-16,293.12120782394936
Z197,2025-02-09,306.50958987424707
Z105,2025-03-05,332.6851871974293
Z056,2025-02-09,264.07277366594894
Z009,2025-03-17,277.5570154852323
Z056,2025-01-06,298.2277893437103
Z159,2025-01-16,299.52238035173673
Z094,2025-03-29,280.6367469377219
Z176,2025-03-30,330.98048590305166
Z123,2025-02-10,288.2315455997856
Z122,2025-02-05,328.078026062424
Z013,2025-01-05,334.5880859706698
Z112,2025-03-06,321.82661446837966
Z199,2025-03-02,341.7574369714275
Z198,2025-02-16,345.91810590542417
Z154,2025-01-10,298.8491946748642
Z018,2025-01-25,323.1800878460863
Z105,2025-01-27,316.59615481612536
Z085,2025-03-06,312.747999409921
Z013,2025-02-09,318.71767979753713
Z102,2025-01-02,248.02115825597548
Z145,2025-01-24,264.80896372443425
Z061,2025-01-19,307.1404289547945
Z064,2025-03-23,306.6297557931726
Z076,2025-01-13,269.6645154438961
Z039,2025-01-02,291.91939028762016
Z188,2025-01-28,299.7146871330092
Z013,2025-03-20,317.3240475696929
Z126,2025-02-17,343.1496547717851
Z166,2025-03-15,317.4721178053438
Z157,2025-01-22,341.2701360643807
Z063,2025-03-04,290.6148829173276
Z042,2025-03-05,301.9901607266858
Z183,2025-02-06,300.37789007360493
Z042,2025-01-18,295.2991238505136
Z028,2025-03-28,282.1260546082787
Z011,2025-03-09,306.68375974172955
Z110,2025-03-24,299.02468303619077
Z080,2025-03-31,301.9245461861137
Z156,2025-03-29,337.67261732095767
Z193,2025-02-07,304.93414232950397
Z095,2025-02-18,309.2972997989215
Z170,2025-01-31,290.87486941705134
Z034,2025-03-07,361.2337732675387
Z091,2025-03-12,287.3604235584122
Z190,2025-02-01,262.4915041417045
Z032,2025-01-23,305.5502621812964
Z153,2025-02-15,259.94839534678715
Z068,2025-02-12,289.1802214474275
Z180,2025-03-24,365.4901485105479
Z103,2025-02-12,312.34571612659045
Z071,2025-03-17,341.3739561245287
Z041,2025-03-10,341.55437345934536
Z026,2025-02-28,303.0965962245994
Z040,2025-01-13,287.38818193017454
Z194,2025-03-29,293.69959336347813
Z191,2025-01-20,316.81192014254157
Z148,2025-03-12,303.84976050692893
Z079,2025-01-11,263.48413924958686
Z078,2025-03-29,258.48122211595006
Z146,2025-03-15,331.69464467367084
Z066,2025-02-23,315.374343026471
Z094,2025-03-15,297.98988360983407
Z036,2025-03-05,254.30883269547658
Z086,2025-01-03,344.69988735049014
Z062,2025-02-07,283.76719425496975
Z149,2025-01-25,345.10167860453765
Z171,2025-01-27,302.8672816639217
Z185,2025-01-27,257.47402205979824
Z166,2025-01-25,333.19161632480905
Z021,2025-03-08,256.4740564389465
Z167,2025-03-15,276.858898115147
Z125,2025-02-28,244.38698774132266
Z182,2025-02-19,339.2516395896736
Z090,2025-03-26,264.01029856773425
Z166,2025-02-13,345.62154072076277
Z191,2025-01-11,282.6340618709122
Z002,2025-03-21,271.8218659093689
Z048,2025-03-01,271.2154621940354
Z181,2025-03-29,320.3263581411861
Z196,2025-02-15,286.4260390452722
Z018,2025-02-10,288.54765396480235
Z154,2025-02-02,292.9096158373941
Z071,2025-03-15,365.1647710664158
Z181,2025-01-11,321.44229240269965
Z040,2025-02-10,243.5683718946792
Z185,2025-01-17,272.25085611657755
Z101,2025-03-15,287.1120286518082
Z061,2025-02-01,274.5331129913824
Z148,2025-02-25,284.0845126680532
Z068,2025-03-10,317.6755569476958
Z168,2025-03-02,327.47014660530243
Z109,2025-01-17,265.67422371852376
Z103,2025-03-08,345.677698046557
Z172,2025-03-16,308.6306390088153
Z114,2025-02-26,275.13357685871534
Z057,2025-02-24,259.7966582729549
Z137,2025-02-20,269.2492488840681
Z087,2025-03-24,309.3719172233288
Z108,2025-01-31,285.3718333710108
Z134,2025-01-21,361.66532076229805
Z029,2025-03-07,282.50014054037484
Z038,2025-03-23,339.99023467519277
Z140,2025-01-13,274.374444785576
Z099,2025-03-29,352.5310448621735
Z077,2025-03-23,278.48720873245867
Z097,2025-02-09,289.13913676120694
Z186,2025-03-25,292.7132114705251
Z015,2025-02-13,308.43705353039945
Z197,2025-02-01,288.9407007878891
Z058,2025-02-14,300.9537791768821
Z033,2025-03-30,274.9401122261405
Z151,2025-03-09,316.3782725862887
Z160,2025-02-09,325.90942455881645
Z139,2025-03-10,299.71456644625425
Z115,2025-03-15,335.2345381244973
Z093,2025-03-06,319.54030375963646
Z139,2025-01-22,283.2970332015035
Z053,2025-03-12,310.03151760038503
Z148,2025-03-05,306.8702215427706
Z176,2025-03-01,367.44171287583555
Z046,2025-03-20,344.73989021194495
Z066,2025-03-28,309.7156711528996
Z094,2025-01-01,311.17721831107923
Z031,2025-01-05,278.9585648782604
Z059,2025-01-03,275.68777844063305
Z145,2025-03-23,286.4632506584951
Z144,2025-03-05,297.53432026470693
Z054,2025-01-10,308.92114103011494
Z198,2025-03-08,358.95404744108777
Z069,2025-01-28,359.057345075885
Z121,2025-03-18,298.22296235197365
Z169,2025-02-17,338.62204305726164
Z182,2025-01-03,309.32378296511564
Z189,2025-02-16,335.9303688238431
Z083,2025-03-15,265.46871859298415
Z160,2025-02-01,347.26159334754755
Z152,2025-03-28,282.73089577075064
Z199,2025-02-12,338.5330623864651
Z010,2025-01-27,275.5916473549821
Z028,2025-01-15,327.45618480148096
Z149,2025-02-19,325.1927209923141
Z020,2025-01-01,317.36040460757346
Z100,2025-02-01,289.936025422657
Z169,2025-03-14,333.0753743580974
Z116,2025-03-13,340.5022982244765
Z127,2025-03-21,312.6797295721816
Z163,2025-01-25,377.1226650042283
Z052,2025-01-20,340.23453395584
Z176,2025-03-31,333.7997965659439
Z107,2025-01-02,305.4468469384424
Z050,2025-02-10,253.86830313453996
Z106,2025-02-28,254.32150509111315
Z046,2025-03-02,323.4108698388101
Z174,2025-01-23,296.8985247972909
Z032,2025-01-07,315.8536695081568
Z028,2025-01-21,289.48507994404065
Z019,2025-03-10,326.0193710572497
Z095,2025-03-24,278.4532618673934
Z034,2025-01-04,349.3717862550203
Z025,2025-02-12,301.5731197197015
Z173,2025-03-15,343.3787109754053
Z059,2025-01-08,319.1220713106513
Z169,2025-01-08,354.8648540697942
Z082,2025-01-04,262.7394581793966
Z089,2025-01-26,287.6646291730409
Z091,2025-01-30,287.1005620606918
Z173,2025-03-08,325.130392194225
Z093,2025-02-13,314.87321561854424
Z160,2025-01-11,288.22639302513926
Z056,2025-03-14,289.76282589274786
Z163,2025-02-03,358.1016352543711
Z058,2025-01-13,274.8289803894452
Z197,2025-01-13,286.1092226902665
Z046,2025-01-25,310.46404609531874
Z078,2025-01-05,275.93979018934203
Z056,2025-03-22,305.66653951647163
Z174,2025-03-25,327.8671646169928
Z074,2025-01-11,322.5887873173592
Z109,2025-02-21,289.4919215889524
Z119,2025-02-16,323.40853973110336
Z158,2025-03-05,319.5330099593495
Z040,2025-03-26,283.1954348462386
Z154,2025-03-29,302.92551383478843
Z135,2025-01-26,258.3535639709071
Z123,2025-03-04,326.2672145055868
Z129,2025-02-24,287.35482944602825
Z184,2025-02-27,254.76113802969647
Z178,2025-02-11,284.7244417031201
Z177,2025-02-27,289.60820084400433
Z028,2025-02-21,292.268317275569
Z008,2025-01-22,322.50045561061876
Z079,2025-02-20,267.7097721632791
Z100,2025-01-28,299.7580123026394
Z143,2025-01-10,315.1054727613051
Z125,2025-01-30,264.7677643887861
Z149,2025-02-27,361.67805209349495
Z015,2025-03-10,288.1644000623203
Z191,2025-01-17,312.7550862706398
Z095,2025-03-28,292.0796166996495
Z170,2025-01-28,267.52766642465065
Z024,2025-03-13,335.5314118512185
Z061,2025-01-15,306.0579513516292
Z093,2025-02-27,320.40041888306826
Z127,2025-03-03,306.9022063681249
Z088,2025-03-23,276.2734525901885
Z187,2025-03-25,256.2441587183257
Z145,2025-02-18,302.8592562755499
Z030,2025-01-05,301.6568953758051
Z066,2025-02-28,307.0964860322213
Z181,2025-01-10,310.2773331053569
Z100,2025-03-25,303.6246877322157
Z110,2025-02-15,293.6405100911975
Z120,2025-01-05,323.97514259446496
Z029,2025-03-11,265.48206469009756
Z085,2025-02-02,303.3392725225526
Z165,2025-03-13,255.5346080789601
Z026,2025-03-17,328.27168725278705
Z001,2025-01-20,328.5736459214784
Z071,2025-03-31,348.4422873664821
Z089,2025-02-24,294.46037670684814
Z151,2025-01-07,312.97643104967614
Z183,2025-01-30,301.17064057111224
Z181,2025-03-17,328.06416388529885
Z098,2025-01-30,278.957573197623
Z010,2025-01-19,272.1386042934163
Z117,2025-01-08,333.91442611076036
Z142,2025-03-03,312.1548679709546
Z165,2025-03-08,261.9226378379132
Z024,2025-03-18,298.65499562809873
Z130,2025-01-10,315.2375775462055
Z055,2025-02-19,297.6542030400852
Z110,2025-03-26,282.1996090407189
Z099,2025-03-30,325.60462756139276
Z057,2025-02-28,263.0377853016091
Z034,2025-01-29,353.85101743239125
Z008,2025-03-17,333.29683410528315
Z190,2025-01-30,277.09041286684567
Z020,2025-02-28,330.80081090869214
Z040,2025-03-02,289.478621758849
Z013,2025-03-24,285.11880973391385
Z031,2025-01-15,272.87733576254277
Z140,2025-03-06,283.66106370255363
Z050,2025-02-07,229.4442823540523
Z043,2025-03-10,277.6405819917044
Z032,2025-02-10,295.62716190965295
Z114,2025-02-16,248.14816780011506
Z170,2025-03-31,273.0190105177709
Z074,2025-03-28,311.9349518791771
Z195,2025-03-11,261.0888566617855
Z070,2025-03-30,300.46492440967285
Z157,2025-01-11,331.4135646699442
Z197,2025-03-05,277.9090460427117
Z036,2025-02-04,237.49012858108267
Z185,2025-02-17,275.0438770610389
Z089,2025-02-21,303.9944466956981
Z101,2025-02-14,284.3900059008904
Z035,2025-03-10,275.2416901501052
Z044,2025-03-22,369.78903844510546
Z008,2025-01-28,318.0249749225419
Z102,2025-02-18,278.5107728954706
Z143,2025-01-08,281.4171407851984
Z047,2025-03-22,308.1248099581463
Z092,2025-02-05,276.1848349345604
Z083,2025-01-08,304.824669729746
Z110,2025-02-11,309.3940208745894
Z011,2025-03-13,319.2811736117435
Z035,2025-02-12,308.7437804989029
Z102,2025-03-15,269.9362653491403
Z126,2025-03-27,351.4432914772498
Z133,2025-03-17,301.9510928194709
Z030,2025-02-01,338.7041237028724
Z086,2025-03-11,323.07120244204725
Z092,2025-02-21,271.14762074322255
Z119,2025-01-24,314.83649540407305
Z046,2025-03-17,325.3030556004649
Z052,2025-02-09,327.6204184139707
Z099,2025-03-31,331.23755504198056
Z034,2025-01-31,343.4443813060152
Z139,2025-03-15,270.0690912036313
Z191,2025-03-16,315.5998442340051
Z114,2025-01-27,268.6722595923254
Z120,2025-02-02,307.77527983288326
Z040,2025-02-22,277.1821197436361
Z163,2025-01-12,365.10241952853204
Z173,2025-03-27,336.0095904905194
Z177,2025-01-25,320.60536568808516
Z164,2025-03-22,340.3276074888621
Z034,2025-02-14,320.2353309278003
Z046,2025-02-09,303.87781304922555
Z189,2025-01-12,353.15633543007175
Z124,2025-02-02,283.75065120503984
Z123,2025-03-30,307.37890816077316
Z080,2025-01-17,335.9932312026036
Z005,2025-03-06,309.4028420136207
Z033,2025-03-16,279.52383058488846
Z182,2025-02-03,322.71919110656984
Z015,2025-02-25,281.91809596630435
Z122,2025-02-25,301.21142319401605
Z019,2025-03-19,316.67816703142904
Z189,2025-02-01,332.49749165162666
Z086,2025-03-08,306.23798711853175
Z031,2025-01-02,304.25464524111135
Z112,2025-03-30,292.3972452872464
Z030,2025-01-29,329.39230572591066
Z146,2025-02-02,316.2518477656606
Z092,2025-03-02,232.58681703032897
Z183,2025-03-15,272.7989475771561
Z053,2025-03-24,295.44178371034207
Z173,2025-02-11,353.8221775340048
Z114,2025-03-03,245.32920684256104
Z117,2025-03-30,333.46229567420573
Z093,2025-01-10,349.1306717758965
Z151,2025-01-16,316.22818609841397
Z039,2025-01-10,266.4304092933853
