ID,trips_thousands
ID0270,321.0591138903421
ID0271,292.578288771177
ID0272,307.2237634887739
ID0273,305.57441901832425
ID0274,316.9666842783641
ID0275,309.6932495828323
ID0276,325.5297605200289
ID0277,310.8379029043543
ID0278,287.07336636199835
ID0279,239.77386618091003
ID0280,361.37238376598873
ID0281,344.327498756312
ID0282,295.53490759142426
ID0283,325.3900417227327
ID0284,328.1836048466677
ID0285,329.12924966849425
ID0286,334.5727554463307
ID0287,339.0841193668644
ID0288,308.10826990218567
ID0289,323.23555095135697
ID0290,301.8338147075251
ID0291,289.480779286581
ID0292,308.0165080325907
ID0293,288.7602541163775
ID0294,324.42015704910773
ID0295,313.70363608722556
ID0296,296.6336068864555
ID0297,286.0123133085889
ID0298,334.42784077564005
ID0299,274.8411776155719
ID0300,342.32746236237153
ID0301,348.6239951543309
ID0302,316.74456912858176
ID0303,311.755805741585
ID0304,268.7570044573248
ID0305,300.1016313272215
ID0306,312.21639176418637
ID0307,297.81974326066825
ID0308,269.3131779926249
ID0309,347.30181820614524
ID0310,290.9735519242662
ID0311,316.50229983709215
ID0312,286.7122660671097
ID0313,324.34653189401064
ID0314,295.1100332871818
ID0315,287.67938361882864
ID0316,293.6998146185882
ID0317,349.64340215837666
ID0318,300.41057009388106
ID0319,326.29423533788093
ID0320,329.87811165116676
ID0321,319.9582014319145
ID0322,280.1950034824048
ID0323,321.3531483365849
ID0324,329.0612903606482
ID0325,304.43365018966097
ID0326,303.3966690116795
ID0327,340.67421612799177
ID0328,330.8363502061079
ID0329,299.78812217130536
ID0330,309.62908821430045
ID0331,291.2251438738935
ID0332,306.77232973303205
ID0333,283.2192311892733
ID0334,332.906380911546
ID0335,299.0346028748167
ID0336,319.52705736901896
ID0337,324.58855105171085
ID0338,318.31222178110767
ID0339,269.27578272761485
ID0340,303.790345504646
ID0341,344.77884254144385
ID0342,290.48772201052327
ID0343,347.7586957227038
ID0344,301.871371213758
ID0345,266.3502648352967
ID0346,289.7432030256001
ID0347,307.0296023907538
ID0348,298.9376034511228
ID0349,297.7642066314237
ID0350,314.0046906484045
ID0351,283.37965735509476
ID0352,312.83236677553833
ID0353,317.7914615399007
ID0354,343.53352999004613
ID0355,283.2978467473357
ID0356,274.4451037858252
ID0357,264.5107908747892
ID0358,335.0756474444849
ID0359,276.68967410837433
ID0360,286.7502466233951
ID0361,291.41103355238766
ID0362,284.4122916917222
ID0363,318.3927170318917
ID0364,311.00207644823934
ID0365,293.36621902552315
ID0366,296.2859574142769
ID0367,306.1949571007662
ID0368,288.4053069235687
ID0369,363.73334705685284
ID0370,325.61471970423867
ID0371,314.3880569290542
ID0372,298.0268517281797
ID0373,304.90320077208827
ID0374,307.23752271021425
ID0375,292.5975065569194
ID0376,294.93153028640194
ID0377,293.2569833945228
ID0378,281.2385134016331
ID0379,300.4509124025606
ID0380,336.1450586944717
ID0381,291.27290522474215
ID0382,321.29988105417607
ID0383,308.09532489168356
ID0384,315.65330421204703
ID0385,329.82526021250385
ID0386,284.2644446711746
ID0387,269.0264417053876
ID0388,300.65711630997254
ID0389,304.3977985875654
ID0390,254.42324923590914
ID0391,302.8725087601114
ID0392,289.10428324181373
ID0393,305.0603015691627
ID0394,286.35109071819136
ID0395,328.5443861024687
ID0396,317.3399950238563
ID0397,255.26195067587818
ID0398,299.0908278642728
ID0399,329.32076005967025
ID0400,297.94050818990064
ID0401,263.9310564265178
ID0402,297.73868895439534
ID0403,331.12613546670116
ID0404,309.88156436738916
ID0405,258.8391565113949
ID0406,270.9574704215993
ID0407,318.34456904953623
ID0408,325.98869486896376
ID0409,295.894415083478
ID0410,326.61843059250066
ID0411,348.99993196283606
ID0412,294.4211369227638
ID0413,287.4678745283519
ID0414,289.5415222489178
ID0415,314.2170738592821
ID0416,286.55457746462025
ID0417,282.15512902030565
ID0418,283.94822557868395
ID0419,307.65440482852637
ID0420,331.6748309681658
ID0421,279.3383993385024
ID0422,333.6173104488069
ID0423,303.0124056932499
ID0424,313.8174210459025
ID0425,325.7765246438153
ID0426,284.1477929951434
ID0427,278.12542272369126
ID0428,255.5864562194598
ID0429,301.81713914260047
ID0430,327.4090738183205
ID0431,298.51944559260835
ID0432,288.3788197518651
ID0433,306.0086169734504
ID0434,312.5356261097173
ID0435,323.59764562110684
ID0436,325.5872119766999
ID0437,299.95069188514964
ID0438,348.29419507197633
ID0439,285.4860731556794
ID0440,285.7865866043122
ID0441,298.32228187082785
ID0442,317.34262253700757
ID0443,297.6659902892451
ID0444,307.72900598501803
ID0445,283.9597272989483
ID0446,304.1316303401024
ID0447,291.23463910966046
ID0448,288.7656964206841
ID0449,283.32823885674424
ID0450,330.5003603527738
ID0451,320.17222295525994
ID0452,315.68057194097787
ID0453,320.8393180398186
ID0454,305.7679624813168
ID0455,321.11481051852695
ID0456,303.5984230767287
ID0457,248.3816537938682
ID0458,356.0796754714501
ID0459,294.9363428927553
ID0460,298.4103404367991
ID0461,302.62280627084783
ID0462,244.0419753549898
ID0463,305.7080405517095
ID0464,305.5904827496284
ID0465,264.49290968823846
ID0466,308.09020629043687
ID0467,299.7689141350109
ID0468,308.0712707527497
ID0469,266.8899414227673
ID0470,341.09121981888313
ID0471,350.6780238483536
ID0472,299.21536050740485
ID0473,307.4840763380352
ID0474,284.683363776003
ID0475,292.0615812946154
ID0476,356.71637773874596
ID0477,278.9848480969618
ID0478,310.87436025506133
ID0479,322.1124551659146
ID0480,280.7336405209281
ID0481,251.04758281626724
ID0482,276.00609902994876
ID0483,280.14919091720253
ID0484,300.47012322243336
ID0485,290.73949664426766
ID0486,345.4232881970959
ID0487,276.35371411941304
ID0488,339.1024570899369
ID0489,294.3723266550878
ID0490,323.1858363543441
ID0491,308.67694482676455
ID0492,324.1687016967561
ID0493,300.8833051361403
ID0494,296.2370845323508
ID0495,362.4082417794531
ID0496,317.0505658553275
ID0497,320.39998747538647
ID0498,306.98285518965446
ID0499,297.17737676188716
ID0500,330.4644771815578
ID0501,320.4838656924182
ID0502,253.03834899644872
ID0503,293.37260772347895
ID0504,324.7201825625827
ID0505,314.01046431483826
ID0506,327.137760682895
ID0507,287.0862651871687
ID0508,317.1338514732597
ID0509,282.4415396528753
ID0510,332.2957876305403
ID0511,328.5298399851134
ID0512,269.42629759691727
ID0513,287.41784015968153
ID0514,334.97365460059007
ID0515,242.58305045005864
ID0516,282.2666170395687
ID0517,318.9456017225687
ID0518,269.65578369055567
ID0519,277.01626145450075
ID0520,327.95465636437405
ID0521,279.1285490350077
ID0522,306.6047126950587
ID0523,350.1244714015849
ID0524,306.0665524894811
ID0525,299.68786501078193
ID0526,264.9499331169611
ID0527,260.73816688646343
ID0528,344.70165838532785
ID0529,289.10973944190624
ID0530,359.9530620155814
ID0531,310.8842795880777
ID0532,320.2287664484358
ID0533,290.6833952093949
ID0534,335.23277446198597
ID0535,312.93955642299534
ID0536,288.2745216067874
ID0537,293.3194718261856
ID0538,340.0623320973071
ID0539,297.25599633637194
ID0540,306.073117701281
ID0541,301.33328834129634
ID0542,323.88861248305307
ID0543,302.87265914515876
ID0544,328.9668049680421
ID0545,312.4869928907595
ID0546,291.0398431801501
ID0547,262.8217710157322
ID0548,283.2377566689208
ID0549,321.4270973900608
ID0550,287.7469136891303
ID0551,294.3597806556985
ID0552,317.7311712709353
ID0553,295.09793983464374
ID0554,303.3650302937348
ID0555,314.4011249000934
ID0556,300.03019990798396
ID0557,280.52224144084164
ID0558,274.4850242850615
ID0559,300.9439277996542
ID0560,331.7930128107854
ID0561,298.9716201821575
ID0562,272.32333481858245
ID0563,321.64578912636745
ID0564,288.62888130590767
ID0565,296.0850281179866
ID0566,333.8596063247604
ID0567,294.727157753578
ID0568,299.03381792298507
ID0569,338.3210513384184
ID0570,297.1093252090381
ID0571,285.98355803455615
ID0572,325.0163136005575
ID0573,315.49980971419507
ID0574,303.7403278337289
ID0575,339.50959057034487
ID0576,319.06263685970487
ID0577,296.9246003092362
ID0578,323.11327872761893
ID0579,301.64617523153873
ID0580,363.2420128056411
ID0581,305.40542564031244
ID0582,318.77970164084593
ID0583,345.5955156502469
ID0584,309.99189602764994
ID0585,294.87403656811847
ID0586,335.24584803816595
ID0587,307.7835235533611
ID0588,317.7527439449267
ID0589,286.7519986475021
ID0590,342.9158479297982
ID0591,279.54781192372457
ID0592,335.63985963866423
ID0593,344.81698171954184
ID0594,306.7477680134956
ID0595,324.4605073600327
ID0596,295.0509628531696
ID0597,321.18158243137543
ID0598,295.7470850058698
ID0599,344.5517831480694
ID0600,273.3654168400188
ID0601,293.5728334967566
ID0602,285.30989835643715
ID0603,315.2321021941353
ID0604,297.5969867067357
ID0605,346.99751785305597
ID0606,277.9297882975946
ID0607,276.8681013262632
ID0608,276.4511669640622
ID0609,318.97969807527505
ID0610,268.94459401777476
ID0611,293.6698792174742
ID0612,322.82402643122293
ID0613,312.1935939998939
ID0614,280.7378870400056
ID0615,287.7634447849655
ID0616,284.8475148165526
ID0617,278.36779726922583
ID0618,249.59764592524252
ID0619,333.7311423562044
ID0620,318.5365196938193
ID0621,303.5835506062613
ID0622,325.36539051149487
ID0623,303.4904368686929
ID0624,308.5197084768695
ID0625,277.3565026541928
ID0626,262.4122675884208
ID0627,264.1017300220344
ID0628,339.58549586638617
ID0629,297.96299682257734
ID0630,274.85328576945216
ID0631,299.5821057381921
ID0632,321.49136429698376
ID0633,298.84351059502023
ID0634,278.6338482677123
ID0635,291.02002382351236
ID0636,309.6605931671296
ID0637,340.963610681164
ID0638,318.51971224010475
ID0639,300.7144008100693
ID0640,291.36173105508453
ID0641,356.5310369057982
ID0642,297.6268156092441
ID0643,304.30935518102336
ID0644,249.99753801129023
ID0645,289.70663652725636
ID0646,325.12884067840986
ID0647,319.0927719663537
ID0648,304.8907354917342
ID0649,304.21756655786425
ID0650,273.71793644850493
ID0651,270.25927965609344
ID0652,285.44310070139596
ID0653,309.3054876879493
ID0654,322.1837082836954
ID0655,305.6434633170922
ID0656,277.9375603258904
ID0657,309.2466895137448
ID0658,324.0251607643177
ID0659,294.8636934082706
ID0660,292.30982461182566
ID0661,299.8086728106943
ID0662,327.21310039761613
ID0663,294.1529656985978
ID0664,295.48438934276817
ID0665,317.46646237636594
ID0666,296.41829027146605
ID0667,310.3771406050911
ID0668,278.62625173067534
ID0669,302.06040718562383
ID0670,281.35624200062665
ID0671,274.2540622204706
ID0672,264.9862422947206
ID0673,284.002483587171
ID0674,275.0142790388717
ID0675,300.58603637177674
ID0676,337.3953251622636
ID0677,261.1949275928638
ID0678,287.3375742790411
ID0679,277.6773341871166
ID0680,296.4888675765856
ID0681,318.8278217102079
ID0682,266.4546171575814
ID0683,294.85283342342757
ID0684,263.4747804135826
ID0685,315.18552964424845
ID0686,287.2238190519104
ID0687,351.29084164190607
ID0688,292.55843103869347
ID0689,283.6184479946036
ID0690,303.22854384475465
ID0691,305.5801101762107
ID0692,276.81323630808714
ID0693,291.6745559640269
ID0694,306.5781116098322
ID0695,304.8858446470765
ID0696,303.565650838426
ID0697,334.1765751735537
ID0698,288.25756580701966
ID0699,325.88810703952976
ID0700,308.1329362693881
ID0701,347.6270714730607
ID0702,267.9547515513383
ID0703,285.34335865705043
ID0704,331.01742825425293
ID0705,323.40904104094295
ID0706,297.0030859823912
ID0707,286.8710017845293
ID0708,298.38717452207374
ID0709,238.15731964134542
ID0710,304.8277106479678
ID0711,279.3211731861812
ID0712,270.3318691014839
ID0713,332.165956673922
ID0714,271.1117913636147
ID0715,333.05136687319157
ID0716,295.3066428403257
ID0717,269.0890884700493
ID0718,285.29575482581527
ID0719,314.22001490078884
ID0720,255.51217904056912
ID0721,278.1777270386084
ID0722,286.1040419673683
ID0723,305.6986150936067
ID0724,292.3878062656182
ID0725,326.29845625885065
ID0726,259.06586569494834
ID0727,320.4325631913781
ID0728,293.15706399170324
ID0729,307.31973700176985
ID0730,275.54167367156595
ID0731,289.3164566616634
ID0732,262.8614040684016
ID0733,339.76743544965
ID0734,300.1716351936013
ID0735,330.3836992602752
ID0736,303.91927072679704
ID0737,280.5248622434773
ID0738,296.7933612156238
ID0739,290.069189282862
ID0740,313.6012524916916
ID0741,294.683014735946
ID0742,284.0029736109951
ID0743,334.4165716164697
ID0744,317.9931623670103
ID0745,290.23498882142997
ID0746,259.8666066204699
ID0747,301.6987539417064
ID0748,358.7819531836743
ID0749,327.19863866299266
ID0750,318.77300052020456
ID0751,305.2655850206089
ID0752,263.9458412506773
ID0753,290.6335969513484
ID0754,269.1990651742118
ID0755,303.9523381720213
ID0756,293.69730629816667
ID0757,319.8829729985665
ID0758,296.2394681396921
ID0759,295.34051135618995
ID0760,295.0355591963745
ID0761,268.64862818672947
ID0762,281.3745999223266
ID0763,300.4201917787355
ID0764,304.9357356185048
ID0765,328.9159890000291
ID0766,298.11852465422544
ID0767,300.4079960044739
ID0768,308.04254283846825
ID0769,318.187939469385
ID0770,281.8958359791115
ID0771,339.7541341208001
ID0772,328.84877179441276
ID0773,267.73964337201187
ID0774,304.2656919991182
ID0775,298.2148360155268
ID0776,287.0360323847444
ID0777,301.26038991781735
ID0778,279.53293428388054
ID0779,309.9975518577281
ID0780,324.44733093234527
ID0781,299.422754836889
ID0782,308.864267442973
ID0783,324.97709674138184
ID0784,296.8426878231039
ID0785,335.5803354709359
ID0786,299.372648912813
ID0787,280.3799027153893
ID0788,304.91014374103355
ID0789,351.34797382872296
ID0790,312.3689131295405
ID0791,272.34546750484907
ID0792,293.3097255291363
ID0793,286.24811150953184
ID0794,328.30349455609826
ID0795,302.536750876245
ID0796,331.0493866816965
ID0797,278.4601671601122
ID0798,278.43790373784014
ID0799,299.39146563229576
ID0800,291.06645464801875
ID0801,324.0108980822764
ID0802,314.64496599038023
ID0803,309.2679153028259
ID0804,294.36451924399944
ID0805,264.93114406034863
ID0806,295.5894734072772
ID0807,305.423130966814
ID0808,338.5398767353513
ID0809,309.1977731118453
ID0810,353.0629453437106
ID0811,343.45577575763434
ID0812,302.82223013004983
ID0813,286.3736407462695
ID0814,278.71448531638174
ID0815,303.85791915493536
ID0816,309.840438680604
ID0817,317.1194091351658
ID0818,327.14810448513373
ID0819,272.77928441634583
ID0820,270.1287564580238
ID0821,305.2751981860325
ID0822,291.73248103739024
ID0823,291.12010769997687
ID0824,303.1632550881098
ID0825,298.5675439093737
ID0826,296.0774604694403
ID0827,287.1356875772809
ID0828,310.76525498240187
ID0829,310.49878611175006
ID0830,299.8226765204998
ID0831,318.7381138749595
ID0832,278.4416612224557
ID0833,329.49563454266956
ID0834,313.3535083721287
ID0835,317.7960508350437
ID0836,326.5069949570955
ID0837,302.32988953539797
ID0838,257.00158354840823
ID0839,298.5146881368567
ID0840,291.04496667641195
ID0841,276.8957235770496
ID0842,297.7171715824311
ID0843,327.4564528177257
ID0844,308.4092345150068
ID0845,334.3008885850868
ID0846,314.4461366204624
ID0847,331.6628939033396
ID0848,283.0920729067402
ID0849,335.3821554091014
ID0850,320.6093542178145
ID0851,286.0824725759392
ID0852,303.2019322033394
ID0853,285.9305833737984
ID0854,304.2698726932093
ID0855,280.65561418520963
ID0856,320.03079863519264
ID0857,287.4508714393396
ID0858,284.7822629487591
ID0859,296.2528138012089
ID0860,290.84442410909486
ID0861,270.88336600557193
ID0862,278.98923129078366
ID0863,317.5822566197333
ID0864,303.1393470199635
ID0865,329.0723796013002
ID0866,277.50718726504545
ID0867,292.5071504642322
ID0868,312.4628008174458
ID0869,342.19565841426083
ID0870,313.7787331768809
ID0871,288.94836371281883
ID0872,279.6934237691125
ID0873,293.9029361530086
ID0874,287.8028668330022
ID0875,322.5209337500215
ID0876,324.9928218613524
ID0877,265.58595994531436
ID0878,316.81232052013104
ID0879,300.6328768445338
ID0880,311.40992827964817
ID0881,279.1123481672042
ID0882,283.08661568956666
ID0883,305.7826852854304
ID0884,350.66761634527677
ID0885,272.0338757214921
ID0886,273.9737642599608
ID0887,353.92068848809424
ID0888,338.7809687909381
ID0889,276.3942474578209
ID0890,271.75220247429223
ID0891,304.12805145725304
ID0892,264.35640340659324
ID0893,286.2274526604413
ID0894,315.4369755791937
ID0895,301.6942643873303
ID0896,313.42240804836484
ID0897,336.83515762596596
ID0898,311.752521250232
ID0899,329.85817508619584
ID0900,303.1853534123294
ID0901,316.6536179265305
ID0902,335.2571781588846
ID0903,284.6010912435157
ID0904,309.67299889492995
ID0905,301.13178973161865
ID0906,304.7987113826529
ID0907,275.8295345985548
ID0908,313.62085615293813
ID0909,286.4275527175328
ID0910,294.18829435744703
ID0911,311.33835281280136
ID0912,251.76926742258001
ID0913,254.26270914538946
ID0914,294.4272156845541
ID0915,272.2645037993989
ID0916,305.3922732318146
ID0917,304.44886850424035
ID0918,310.0994997951936
ID0919,275.97324990849273
ID0920,289.2160023942339
ID0921,285.7524391706953
ID0922,330.1701583943328
ID0923,289.23708287696195
ID0924,263.1966739229509
ID0925,306.934772322492
ID0926,252.44863260766914
ID0927,343.6179875885964
ID0928,286.2773856458802
ID0929,278.5172049289134
ID0930,315.7471837611331
ID0931,305.24646829939195
ID0932,281.9816933992377
ID0933,323.51393329745883
ID0934,284.3226799360761
ID0935,334.1247365005723
ID0936,337.56810739607283
ID0937,285.3533246387589
ID0938,284.77686437856516
ID0939,308.88427067811926
ID0940,322.22317643722715
ID0941,324.4032075975737
ID0942,333.0234777623835
ID0943,248.467531296493
ID0944,303.63430556964914
ID0945,283.804100008428
ID0946,300.0120843727324
ID0947,317.2228068932337
ID0948,332.2049742198472
ID0949,295.4886916665005
ID0950,333.2654723055609
ID0951,289.599881266307
ID0952,286.6457742557039
ID0953,307.9247576848969
ID0954,288.18504598750565
ID0955,270.29151673255103
ID0956,293.7877536227311
ID0957,303.44725699228127
ID0958,332.20153857720356
ID0959,314.9908378474547
ID0960,282.51692318758603
ID0961,267.5011205942382
ID0962,291.4060092917566
ID0963,274.9673599490091
ID0964,319.97852959926223
ID0965,287.7741902604592
ID0966,345.864572778585
ID0967,305.78179965359715
ID0968,332.0589706596721
ID0969,307.6866283977261
ID0970,297.42354116293257
ID0971,292.93336243790327
ID0972,310.70428127298993
ID0973,297.72765633476433
ID0974,303.53774538800224
ID0975,319.0805728191448
ID0976,278.1008894048165
ID0977,333.92158291017023
ID0978,279.92914500190034
ID0979,297.4985128225462
ID0980,331.5016864799072
ID0981,293.1959375140442
ID0982,288.3353039565544
ID0983,339.5096019686663
ID0984,292.68101668405075
ID0985,312.01678889344066
ID0986,313.2538516989879
ID0987,274.09480107774675
ID0988,297.1594441700062
ID0989,322.8287950403999
ID0990,270.54161715142067
ID0991,293.1229192710901
ID0992,314.6026335407153
ID0993,278.17602960701464
ID0994,313.6099250720052
ID0995,292.657899115078
ID0996,320.57855199246376
ID0997,302.5251722640327
ID0998,347.08011773291844
ID0999,309.5439927293195
ID1000,280.7930981674205
ID1001,309.717380938462
ID1002,281.77284142879324
ID1003,287.07887848641224
ID1004,300.48807684953374
ID1005,285.30687727881514
ID1006,280.4133206977863
ID1007,291.2586920712458
ID1008,295.5165677825594
ID1009,300.8248187547725
ID1010,323.8447617800384
ID1011,324.0057618071275
ID1012,296.4180802014886
ID1013,331.44708339541614
ID1014,310.9974401387866
ID1015,314.9095978446263
ID1016,294.8728734878521
ID1017,282.2273312528142
ID1018,325.46541321522795
ID1019,297.87555384787214
ID1020,321.33138145231686
ID1021,284.09372681648017
ID1022,318.5693716288025
ID1023,324.70004850069853
ID1024,341.5668863367135
ID1025,284.4510317976071
ID1026,335.3626428828846
ID1027,276.2290334157999
ID1028,280.75999565096544
ID1029,276.9138141141336
ID1030,299.21506516299286
ID1031,275.1465527304431
ID1032,322.3870014694295
ID1033,301.8808809850078
ID1034,308.9942896119651
ID1035,266.71662231855
ID1036,340.9723480073711
ID1037,309.52872673107896
ID1038,297.9014375205147
ID1039,301.09152524011466
ID1040,308.828115208964
ID1041,284.55360666434643
ID1042,295.45492785380554
ID1043,282.34566877675115
ID1044,299.49946349634786
ID1045,278.8297945568879
ID1046,298.80841825675816
ID1047,317.99608641513123
ID1048,286.34133216590936
ID1049,311.7593677012076
ID1050,298.9968048015389
ID1051,285.7059853920199
ID1052,277.5867476138
ID1053,307.6359610360536
ID1054,330.6795013424604
ID1055,341.13428621210227
ID1056,344.41631158601615
ID1057,310.7795366166598
ID1058,302.16114169940454
ID1059,306.4299133934109
ID1060,339.3730503725767
ID1061,313.87380132587975
ID1062,299.56252079148766
ID1063,288.9329583123984
ID1064,327.2728661675093
ID1065,343.12772104483093
ID1066,245.09901050293965
ID1067,300.1643555810847
ID1068,301.02946466406684
ID1069,251.58473514243536
ID1070,320.57436331175705
ID1071,278.82599826147714
ID1072,312.81860873287485
ID1073,301.2937410756478
ID1074,337.65811708480703
ID1075,320.5060021291821
ID1076,312.50261800026885
ID1077,281.23522009306635
ID1078,316.0396410830294
ID1079,285.08477280294954
