zone_id,date,business_density,retail_count
Z002,2025-01-30,261.499582976714,124.0
Z002,2025-01-31,180.65605431465804,131.0
Z002,2025-02-01,210.53467597497365,152.0
Z002,2025-02-02,368.60382674595076,34.0
Z002,2025-02-03,299.9389142580507,129.0
Z002,2025-02-04,336.2161080256999,92.0
Z002,2025-02-05,236.30362692029655,179.0
Z002,2025-02-06,289.0741658368474,199.0
Z002,2025-02-07,174.51508262296227,109.0
Z002,2025-02-08,311.6382490850459,56.0
Z002,2025-02-09,228.2804001110012,162.0
Z002,2025-02-10,232.76365444442368,188.0
Z002,2025-02-11,294.7966973730645,23.0
Z002,2025-02-12,380.884186440678,103.0
Z002,2025-02-13,119.20190398258627,174.0
Z002,2025-02-14,347.4229712041023,168.0
Z002,2025-02-15,187.71493312365794,79.0
Z002,2025-02-16,233.17583635191335,105.0
Z002,2025-02-17,106.57399863250268,90.0
Z002,2025-02-18,190.31382335029392,194.0
Z002,2025-02-19,250.78937278903913,50.0
Z002,2025-02-20,116.8528232042317,36.0
Z002,2025-02-21,247.32871881494955,197.0
Z002,2025-02-22,378.1331886575282,26.0
Z002,2025-02-23,131.61796543234158,145.0
Z002,2025-02-24,329.3322184226513,102.0
Z002,2025-02-25,222.9013160127978,47.0
Z002,2025-02-26,296.55211435730143,29.0
Z002,2025-02-27,178.07097939556883,46.0
Z002,2025-02-28,147.8476787624075,160.0
Z002,2025-03-01,148.13878428136792,146.0
Z002,2025-03-02,121.1475836929434,
Z002,2025-03-03,155.6940114703729,88.0
Z002,2025-03-04,299.2658154966905,82.0
Z002,2025-03-05,364.5071835530524,89.0
Z002,2025-03-06,344.2377056773486,118.0
Z002,2025-03-07,305.54029296234523,183.0
Z002,2025-03-08,133.12955902333078,90.0
Z002,2025-03-09,186.75623388878495,112.0
Z002,2025-03-10,192.9420625967407,162.0
Z002,2025-03-11,174.98708391928636,165.0
Z002,2025-03-12,254.50169791291694,151.0
Z002,2025-03-13,260.6661444639018,30.0
Z002,2025-03-14,207.06579255133306,153.0
Z002,2025-03-15,206.1367476209308,141.0
Z002,2025-03-16,348.5666793718244,198.0
Z002,2025-03-17,336.78785449590566,37.0
Z002,2025-03-18,192.3387495042237,86.0
Z002,2025-03-19,374.1365331619778,164.0
Z002,2025-03-20,,116.0
Z002,2025-03-21,198.02276260901226,53.0
Z002,2025-03-22,206.32748463791646,177.0
Z002,2025-03-23,251.69024602658766,166.0
Z002,2025-03-24,382.33624376010204,156.0
Z002,2025-03-25,362.89582994269347,187.0
Z002,2025-03-26,130.77038877507692,63.0
Z002,2025-03-27,217.81922298142487,114.0
Z002,2025-03-28,266.01135692493153,110.0
Z002,2025-03-29,250.939741765462,130.0
Z002,2025-03-30,158.1589203810678,172.0
Z002,2025-03-31,357.6450313504464,90.0
Z003,2025-01-01,303.0822348990512,72.0
Z003,2025-01-02,351.3725124555411,195.0
Z003,2025-01-03,357.62928380484163,
Z003,2025-01-04,324.50675609972194,
Z003,2025-01-05,231.7631803749152,127.0
Z003,2025-01-06,283.1640265046274,196.0
Z003,2025-01-07,148.10962183592295,190.0
Z003,2025-01-08,302.0936252424723,38.0
Z003,2025-01-09,153.77597672178422,85.0
Z003,2025-01-10,308.18487715304707,181.0
Z003,2025-01-11,168.87944822619062,20.0
Z003,2025-01-12,135.265390045066,125.0
Z003,2025-01-13,149.58534704288724,74.0
Z003,2025-01-14,100.59764056572108,34.0
Z003,2025-01-15,315.62188535605907,146.0
Z003,2025-01-16,319.7203147175137,34.0
Z003,2025-01-17,254.48000497397783,140.0
Z003,2025-01-18,148.4088403166151,170.0
Z003,2025-01-19,125.06630125320692,85.0
Z003,2025-01-20,105.7386899311861,193.0
Z003,2025-01-21,149.72445308956623,133.0
Z003,2025-01-22,367.256660494944,156.0
Z003,2025-01-23,172.46105251050454,165.0
Z003,2025-01-24,206.28139816516472,164.0
Z003,2025-01-25,131.60364534439995,91.0
Z003,2025-01-26,166.70839142445107,117.0
Z003,2025-01-27,255.76737123406153,181.0
Z003,2025-01-28,282.3258049286958,63.0
Z003,2025-01-29,173.60569424986332,
Z003,2025-01-30,117.31964776753516,35.0
Z003,2025-01-31,,97.0
Z003,2025-02-01,170.26101127790025,71.0
Z003,2025-02-02,165.86617696894058,21.0
Z003,2025-02-03,,80.0
Z003,2025-02-04,284.8901457777172,151.0
Z003,2025-02-05,267.06353295162876,
Z003,2025-02-06,224.73253105699658,71.0
Z003,2025-02-07,228.68330002904327,60.0
Z003,2025-02-08,262.2715011514242,
Z003,2025-02-09,308.92894211083217,50.0
Z003,2025-02-10,310.6438288545488,173.0
Z003,2025-02-11,151.50817231163487,174.0
Z003,2025-02-12,250.0338256229881,140.0
Z003,2025-02-13,223.5874285102306,70.0
Z003,2025-02-14,361.1580898808153,114.0
Z003,2025-02-15,289.4256763655129,195.0
Z003,2025-02-16,259.75121992479455,30.0
Z003,2025-02-17,134.61839265367522,155.0
Z003,2025-02-18,281.6913667970234,31.0
Z003,2025-02-19,,118.0
Z003,2025-02-20,201.16197266972563,64.0
Z003,2025-02-21,142.85258944429955,53.0
Z003,2025-02-22,307.62209410731066,91.0
Z003,2025-02-23,161.87563415084577,194.0
Z003,2025-02-24,,40.0
Z003,2025-02-25,368.7024332856336,60.0
Z003,2025-02-26,161.29491501969108,41.0
Z003,2025-02-27,252.34151918763374,40.0
Z003,2025-02-28,225.7814983498066,
Z003,2025-03-01,105.43721231371892,90.0
Z003,2025-03-02,337.82743407184387,33.0
Z003,2025-03-03,120.71377189437992,98.0
Z003,2025-03-04,242.27650629308607,92.0
Z003,2025-03-05,268.203488481685,71.0
Z003,2025-03-06,288.5279369843761,190.0
Z003,2025-03-07,306.58948879236266,95.0
Z003,2025-03-08,175.98171505681452,38.0
Z003,2025-03-09,102.99363299753482,46.0
Z003,2025-03-10,,165.0
Z003,2025-03-11,260.6969798042736,32.0
Z003,2025-03-12,350.8353109621746,126.0
Z003,2025-03-13,346.4165088702083,148.0
Z003,2025-03-14,352.997850336365,104.0
Z003,2025-03-15,245.52839799386206,181.0
Z003,2025-03-16,200.0885187510597,
Z003,2025-03-17,337.467460777411,128.0
Z003,2025-03-18,235.38823390877647,134.0
Z003,2025-03-19,155.03265892103036,70.0
Z003,2025-03-20,356.4922058684423,20.0
Z003,2025-03-21,,140.0
Z003,2025-03-22,239.89292684205103,175.0
Z003,2025-03-23,122.70991819293624,142.0
Z003,2025-03-24,216.34782697507939,51.0
Z003,2025-03-25,341.061297838781,173.0
Z003,2025-03-26,370.5322085638686,161.0
Z003,2025-03-27,,112.0
Z003,2025-03-28,120.09208360758146,
Z003,2025-03-29,363.2051359398516,82.0
Z003,2025-03-30,216.82148169366258,101.0
Z003,2025-03-31,262.52828928026895,161.0
Z004,2025-01-01,390.4197436152277,174.0
Z004,2025-01-02,119.96941837426685,60.0
Z004,2025-01-03,294.49540223562866,22.0
Z004,2025-01-04,122.23162677246012,113.0
Z004,2025-01-05,212.6406785399501,78.0
Z004,2025-01-06,341.144363558034,170.0
Z004,2025-01-07,230.0416698266903,37.0
Z004,2025-01-08,,123.0
Z004,2025-01-09,,
Z004,2025-01-10,196.34864579078607,139.0
Z004,2025-01-11,166.03339777142594,95.0
Z004,2025-01-12,205.15616028584856,188.0
Z004,2025-01-13,211.75998212786524,27.0
Z004,2025-01-14,120.6141033171883,179.0
Z004,2025-01-15,210.87225982803193,100.0
Z004,2025-01-16,239.2715559217675,188.0
Z004,2025-01-17,316.8213256716414,192.0
Z004,2025-01-18,297.01884541648235,120.0
Z004,2025-01-19,312.6296965687463,28.0
Z004,2025-01-20,102.50910456305714,109.0
Z004,2025-01-21,165.3002198741608,67.0
Z004,2025-01-22,298.50528651995694,134.0
Z004,2025-01-23,245.19681045392414,
Z004,2025-01-24,,106.0
Z004,2025-01-25,341.34839272954673,114.0
Z004,2025-01-26,331.8428719871012,191.0
Z004,2025-01-27,264.5257488980688,133.0
Z004,2025-01-28,119.93899773288163,37.0
Z004,2025-01-29,,48.0
Z004,2025-01-30,275.11407631940915,21.0
Z004,2025-01-31,334.58799314738775,97.0
Z004,2025-02-01,325.52409771875216,87.0
Z004,2025-02-02,340.9006215873511,117.0
Z004,2025-02-03,255.40241992138743,136.0
Z004,2025-02-04,142.0973554580545,129.0
Z004,2025-02-05,,186.0
Z004,2025-02-06,286.1421355155912,60.0
Z004,2025-02-07,322.6759561597262,134.0
Z004,2025-02-08,150.9643018152206,100.0
Z004,2025-02-09,158.49255997008677,141.0
Z004,2025-02-10,367.12285516579857,106.0
Z004,2025-02-11,324.9933395356212,41.0
Z004,2025-02-12,372.4685466100969,68.0
Z004,2025-02-13,327.6145963491762,175.0
Z004,2025-02-14,279.14659179709054,35.0
Z004,2025-02-15,296.2398211083621,87.0
Z004,2025-02-16,366.738377182003,
Z004,2025-02-17,273.6420263535822,41.0
Z004,2025-02-18,289.71739729851623,158.0
Z004,2025-02-19,146.94301480108018,104.0
Z004,2025-02-20,242.1763660348308,140.0
Z004,2025-02-21,314.91913358742966,99.0
Z004,2025-02-22,181.28280949490963,189.0
Z004,2025-02-23,160.67625415736046,74.0
Z004,2025-02-24,194.14804246732467,54.0
Z004,2025-02-25,172.45018839785004,53.0
Z004,2025-02-26,164.47379111091874,92.0
Z004,2025-02-27,227.45525286042607,96.0
Z004,2025-02-28,372.35155416506024,151.0
Z004,2025-03-01,252.11789402161548,193.0
Z004,2025-03-02,156.37611424459692,144.0
Z004,2025-03-03,123.09150081426222,30.0
Z004,2025-03-04,308.84684354137755,80.0
Z004,2025-03-05,214.83962933091635,141.0
Z004,2025-03-06,346.54928397560775,54.0
Z004,2025-03-07,297.85323059223106,88.0
Z004,2025-03-08,338.87243516241057,76.0
Z004,2025-03-09,181.5838118255346,
Z004,2025-03-10,307.70767673831745,31.0
Z004,2025-03-11,179.21859540811562,144.0
Z004,2025-03-12,381.7205438350875,62.0
Z004,2025-03-13,290.9122844600123,166.0
Z004,2025-03-14,197.35354005260263,96.0
Z004,2025-03-15,180.8535586876818,87.0
Z004,2025-03-16,157.27797552149306,78.0
Z004,2025-03-17,308.39228766811834,21.0
Z004,2025-03-18,165.61468389937818,155.0
Z004,2025-03-19,278.5909797782467,169.0
Z004,2025-03-20,179.3905080776072,40.0
Z004,2025-03-21,298.59068343816057,
Z004,2025-03-22,344.48191856216175,120.0
Z004,2025-03-23,333.40757294339596,105.0
Z004,2025-03-24,,
Z004,2025-03-25,,94.0
Z004,2025-03-26,126.51548409535562,94.0
Z004,2025-03-27,309.68464854621567,102.0
Z004,2025-03-28,210.50416413830538,184.0
Z004,2025-03-29,229.7038679210042,97.0
Z004,2025-03-30,109.34472783801732,176.0
Z004,2025-03-31,177.87293478251476,184.0
Z005,2025-01-01,110.10292116233921,40.0
Z005,2025-01-02,363.7557317803743,139.0
Z005,2025-01-03,173.01900496555913,31.0
Z005,2025-01-04,267.2011508719024,
Z005,2025-01-05,111.69379619833913,102.0
Z005,2025-01-06,300.0542173916974,194.0
Z005,2025-01-07,196.90820372622818,132.0
Z005,2025-01-08,369.37575608729975,34.0
Z005,2025-01-09,366.43545668021073,132.0
Z005,2025-01-10,197.58718550852433,160.0
Z005,2025-01-11,370.2882687071404,143.0
Z005,2025-01-12,398.84730204963364,160.0
Z005,2025-01-13,347.6246992371844,134.0
Z005,2025-01-14,353.4614043265687,166.0
Z005,2025-01-15,174.70262083272698,51.0
Z005,2025-01-16,273.0107196573269,118.0
Z005,2025-01-17,120.17677419021035,106.0
Z005,2025-01-18,128.4753810465009,168.0
Z005,2025-01-19,399.66778360998717,131.0
Z005,2025-01-20,197.99177482777327,161.0
Z005,2025-01-21,324.4551736146539,43.0
Z005,2025-01-22,341.99951590804494,68.0
Z005,2025-01-23,357.40698130216873,51.0
Z005,2025-01-24,399.28848922064697,94.0
Z005,2025-01-25,172.44894557706036,128.0
Z005,2025-01-26,112.1052480579099,30.0
Z005,2025-01-27,223.3574553983758,87.0
Z005,2025-01-28,139.0242009486841,109.0
Z005,2025-01-29,106.72776674861653,129.0
Z005,2025-01-30,208.12804814244583,152.0
Z005,2025-01-31,335.1214753225709,183.0
Z005,2025-02-01,269.85420736752127,51.0
Z005,2025-02-02,193.8333967631062,90.0
Z005,2025-02-03,,93.0
Z005,2025-02-04,169.6054540926432,157.0
Z005,2025-02-05,104.31443382162551,118.0
Z005,2025-02-06,329.3060159309282,40.0
Z005,2025-02-07,,59.0
Z005,2025-02-08,328.690787350288,61.0
Z005,2025-02-09,111.68140500629968,91.0
Z005,2025-02-10,351.1358883491956,65.0
Z005,2025-02-11,285.857860010891,101.0
Z005,2025-02-12,269.01860521379206,92.0
Z005,2025-02-13,287.3842144343595,137.0
Z005,2025-02-14,359.32997406050924,60.0
Z005,2025-02-15,276.08095196767215,113.0
Z005,2025-02-16,274.28511396645376,151.0
Z005,2025-02-17,397.20374711972977,118.0
Z005,2025-02-18,327.0190501205704,
Z005,2025-02-19,232.68814163534057,161.0
Z005,2025-02-20,312.2191000098783,72.0
Z005,2025-02-21,216.76914150753655,147.0
Z005,2025-02-22,168.6626387450497,48.0
Z005,2025-02-23,279.05556306632786,
Z005,2025-02-24,378.45462943418545,
Z005,2025-02-25,378.7418560046388,178.0
Z005,2025-02-26,202.5715834316471,115.0
Z005,2025-02-27,258.30323986650853,90.0
Z005,2025-02-28,,170.0
Z005,2025-03-01,398.68933284966505,27.0
Z005,2025-03-02,394.33537236038075,95.0
Z005,2025-03-03,294.8526789122342,119.0
Z005,2025-03-04,341.324217903242,
Z005,2025-03-05,314.53004838511004,173.0
Z005,2025-03-06,277.94746571184044,176.0
Z005,2025-03-07,116.00439909666932,112.0
Z005,2025-03-08,236.42930276579833,25.0
Z005,2025-03-09,302.4358906502232,56.0
Z005,2025-03-10,,180.0
Z005,2025-03-11,211.93678552671508,114.0
Z005,2025-03-12,,193.0
Z005,2025-03-13,150.2071096710343,80.0
Z005,2025-03-14,250.10783386466818,188.0
Z005,2025-03-15,307.2651929652468,37.0
Z005,2025-03-16,309.14074176754275,130.0
Z005,2025-03-17,,114.0
Z005,2025-03-18,182.58646403555804,35.0
Z005,2025-03-19,146.86197060598658,123.0
Z005,2025-03-20,290.78209804801327,198.0
Z005,2025-03-21,279.7906348418313,184.0
Z005,2025-03-22,153.80680308677228,33.0
Z005,2025-03-23,311.541743671169,122.0
Z005,2025-03-24,236.55159752009692,87.0
Z005,2025-03-25,300.3281774809459,49.0
Z005,2025-03-26,351.21012393104525,79.0
Z005,2025-03-27,150.91852857307694,72.0
Z005,2025-03-28,,183.0
Z005,2025-03-29,333.7307759187361,177.0
Z005,2025-03-30,282.9092275457848,83.0
Z005,2025-03-31,309.8918708866365,33.0
Z006,2025-01-01,351.4464924965928,42.0
Z006,2025-01-02,340.84328044735014,195.0
Z006,2025-01-03,388.2760440786474,175.0
Z006,2025-01-04,260.7805236556355,141.0
Z006,2025-01-05,,26.0
Z006,2025-01-06,220.56615996721902,189.0
Z006,2025-01-07,146.10731285326136,29.0
Z006,2025-01-08,271.7821698646067,191.0
Z006,2025-01-09,183.10375729779363,121.0
Z006,2025-01-10,376.39225366389263,
Z006,2025-01-11,274.9572412831293,180.0
Z006,2025-01-12,,179.0
Z006,2025-01-13,206.477398263103,146.0
Z006,2025-01-14,,67.0
Z006,2025-01-15,109.5231296118966,24.0
Z006,2025-01-16,227.00054324595925,80.0
Z006,2025-01-17,125.36961342917135,141.0
Z006,2025-01-18,282.05408666204175,109.0
Z006,2025-01-19,364.29190169189724,122.0
Z006,2025-01-20,364.87444495561664,
Z006,2025-01-21,297.71362303966976,22.0
Z006,2025-01-22,163.36954944187931,43.0
Z006,2025-01-23,358.8990494076616,
Z006,2025-01-24,365.82803059396247,117.0
Z006,2025-01-25,158.99607548588762,
Z006,2025-01-26,321.2278257312032,
Z006,2025-01-27,185.9558646781369,138.0
Z006,2025-01-28,340.79209370587887,61.0
Z006,2025-01-29,399.1713699710808,167.0
Z006,2025-01-30,109.00780159881785,60.0
Z006,2025-01-31,369.20975973727957,101.0
Z006,2025-02-01,286.7891600795974,121.0
Z006,2025-02-02,392.01478574944633,167.0
Z006,2025-02-03,239.50285525792827,25.0
Z006,2025-02-04,354.2163791714121,141.0
Z006,2025-02-05,118.71822057948317,189.0
Z006,2025-02-06,200.5837150234887,44.0
Z006,2025-02-07,120.10496132536299,60.0
Z006,2025-02-08,392.60294004372116,188.0
Z006,2025-02-09,345.092172181551,22.0
Z006,2025-02-10,355.7642263737912,127.0
Z006,2025-02-11,381.38956943016825,190.0
Z006,2025-02-12,125.5310458359356,193.0
Z006,2025-02-13,215.679277754,76.0
Z006,2025-02-14,121.31046671320064,102.0
Z006,2025-02-15,163.2379304650086,93.0
Z006,2025-02-16,168.8097331113017,198.0
Z006,2025-02-17,240.7321633142736,152.0
Z006,2025-02-18,180.56865023609276,105.0
Z006,2025-02-19,130.29343204532833,116.0
Z006,2025-02-20,150.2473267282323,34.0
Z006,2025-02-21,144.1826690656273,107.0
Z006,2025-02-22,391.9230393736895,113.0
Z006,2025-02-23,327.7877520755421,145.0
Z006,2025-02-24,390.3284395808686,119.0
Z006,2025-02-25,231.92214595237257,58.0
Z006,2025-02-26,183.51054449879697,98.0
Z006,2025-02-27,339.487959162756,185.0
Z006,2025-02-28,197.87617541234403,58.0
Z006,2025-03-01,189.8150121116045,71.0
Z006,2025-03-02,169.75179766234936,150.0
Z006,2025-03-03,138.9036934672706,176.0
Z006,2025-03-04,176.9389183050298,145.0
Z006,2025-03-05,206.5959245421663,178.0
Z006,2025-03-06,302.19826244371916,85.0
Z006,2025-03-07,118.76945266583547,64.0
Z006,2025-03-08,,41.0
Z006,2025-03-09,342.70709208750293,102.0
Z006,2025-03-10,144.07657707513124,157.0
Z006,2025-03-11,202.79354395675648,168.0
Z006,2025-03-12,359.397676557442,36.0
Z006,2025-03-13,146.4775933430328,86.0
Z006,2025-03-14,124.82105068545697,26.0
Z006,2025-03-15,245.36139852400325,120.0
Z006,2025-03-16,190.72585338356092,55.0
Z006,2025-03-17,269.0225093451562,
Z006,2025-03-18,341.14146714504255,96.0
Z006,2025-03-19,141.14454644582295,177.0
Z006,2025-03-20,274.2097253662855,106.0
Z006,2025-03-21,251.65262811695916,176.0
Z006,2025-03-22,143.22363580395987,91.0
Z006,2025-03-23,287.1995456586947,180.0
Z006,2025-03-24,182.0921253582315,78.0
Z006,2025-03-25,246.35029556320376,39.0
Z006,2025-03-26,124.68169728311857,176.0
Z006,2025-03-27,237.8752171640869,148.0
Z006,2025-03-28,191.9390404128461,181.0
Z006,2025-03-29,346.71436335560634,191.0
Z006,2025-03-30,117.09361809921049,128.0
Z006,2025-03-31,225.582182475499,33.0
Z007,2025-01-01,237.5294272394314,184.0
Z007,2025-01-02,317.50182288973565,182.0
Z007,2025-01-03,272.28627252706326,43.0
Z007,2025-01-04,300.1637011582543,129.0
Z007,2025-01-05,333.11478569552685,153.0
Z007,2025-01-06,358.6608920974566,57.0
Z007,2025-01-07,194.16264901674117,148.0
Z007,2025-01-08,261.40681160917086,60.0
Z007,2025-01-09,352.03242353175995,50.0
Z007,2025-01-10,396.8353392895169,55.0
Z007,2025-01-11,366.85579331312897,124.0
Z007,2025-01-12,211.44017878731304,128.0
Z007,2025-01-13,158.54995516559512,50.0
Z007,2025-01-14,246.8177612219766,176.0
Z007,2025-01-15,322.4924355508127,132.0
Z007,2025-01-16,247.77072122598926,150.0
Z007,2025-01-17,244.95425899410054,80.0
Z007,2025-01-18,351.4691263245402,25.0
Z007,2025-01-19,208.42113372015592,39.0
Z007,2025-01-20,357.9384024434937,130.0
Z007,2025-01-21,222.04144028551707,80.0
Z007,2025-01-22,198.46993170350183,193.0
Z007,2025-01-23,236.1969733599097,160.0
Z007,2025-01-24,328.73408760246053,42.0
Z007,2025-01-25,137.8006083591983,98.0
Z007,2025-01-26,158.92576476160522,50.0
Z007,2025-01-27,385.4334476989276,23.0
Z007,2025-01-28,152.64748821440722,137.0
Z007,2025-01-29,270.31819537931636,85.0
Z007,2025-01-30,273.79433999858134,163.0
Z007,2025-01-31,246.88733861507345,134.0
Z007,2025-02-01,293.4235745730456,50.0
Z007,2025-02-02,168.94801773928555,195.0
Z007,2025-02-03,265.79868033302444,142.0
Z007,2025-02-04,211.65197657406912,62.0
Z007,2025-02-05,298.50017788875675,23.0
Z007,2025-02-06,142.36706301194482,67.0
Z007,2025-02-07,271.2632250518429,175.0
Z007,2025-02-08,155.5811066149971,
Z007,2025-02-09,183.59291893451092,108.0
Z007,2025-02-10,165.61294009707495,145.0
Z007,2025-02-11,154.85133396064515,96.0
Z007,2025-02-12,347.71328546820007,177.0
Z007,2025-02-13,185.7122702982671,84.0
Z007,2025-02-14,378.1371345593348,88.0
Z007,2025-02-15,390.9779576035573,33.0
Z007,2025-02-16,271.3781409811292,94.0
Z007,2025-02-17,142.90033679971793,181.0
Z007,2025-02-18,212.36447301387437,48.0
Z007,2025-02-19,339.3196790044642,98.0
Z007,2025-02-20,210.21721860912112,172.0
Z007,2025-02-21,,113.0
Z007,2025-02-22,267.0354732784564,85.0
Z007,2025-02-23,353.53625544881044,134.0
Z007,2025-02-24,338.7779161430507,59.0
Z007,2025-02-25,152.53694203910598,
Z007,2025-02-26,301.82938432374,51.0
Z007,2025-02-27,166.15127903069413,39.0
Z007,2025-02-28,165.46226036565167,72.0
Z007,2025-03-01,362.22153199155554,68.0
Z007,2025-03-02,174.90068582206905,108.0
Z007,2025-03-03,178.97420395540337,
Z007,2025-03-04,100.19601722838986,20.0
Z007,2025-03-05,361.2007102376553,186.0
Z007,2025-03-06,337.7784439627404,80.0
Z007,2025-03-07,288.1986805272034,149.0
Z007,2025-03-08,325.0797291816527,113.0
Z007,2025-03-09,145.61457022734754,36.0
Z007,2025-03-10,237.49707837627264,176.0
Z007,2025-03-11,205.36581620463426,136.0
Z007,2025-03-12,128.13295787710496,125.0
Z007,2025-03-13,245.83914556447723,151.0
Z007,2025-03-14,376.2218951027906,104.0
Z007,2025-03-15,112.01773571520835,62.0
Z007,2025-03-16,187.43827404813817,95.0
Z007,2025-03-17,162.26228086171105,159.0
Z007,2025-03-18,,69.0
Z007,2025-03-19,372.5303655638126,80.0
Z007,2025-03-20,240.42071627028704,123.0
Z007,2025-03-21,239.88982388194563,70.0
Z007,2025-03-22,328.1726927365847,96.0
Z007,2025-03-23,146.34766120147773,117.0
Z007,2025-03-24,246.17960623001522,102.0
