zone_id,date,tourist_visits
Z003,2025-03-24,
Z003,2025-03-25,343.0
Z003,2025-03-26,875.0
Z003,2025-03-27,868.0
Z003,2025-03-28,766.0
Z003,2025-03-29,865.0
Z003,2025-03-30,65.0
Z003,2025-03-31,516.0
Z004,2025-01-01,731.0
Z004,2025-01-02,616.0
Z004,2025-01-03,378.0
Z004,2025-01-04,875.0
Z004,2025-01-05,991.0
Z004,2025-01-06,145.0
Z004,2025-01-07,
Z004,2025-01-08,704.0
Z004,2025-01-09,287.0
Z004,2025-01-10,924.0
Z004,2025-01-11,979.0
Z004,2025-01-12,516.0
Z004,2025-01-13,264.0
Z004,2025-01-14,22.0
Z004,2025-01-15,490.0
Z004,2025-01-16,989.0
Z004,2025-01-17,864.0
Z004,2025-01-18,654.0
Z004,2025-01-19,439.0
Z004,2025-01-20,953.0
Z004,2025-01-21,822.0
Z004,2025-01-22,723.0
Z004,2025-01-23,48.0
Z004,2025-01-24,430.0
Z004,2025-01-25,578.0
Z004,2025-01-26,88.0
Z004,2025-01-27,257.0
Z004,2025-01-28,262.0
Z004,2025-01-29,488.0
Z004,2025-01-30,444.0
Z004,2025-01-31,288.0
Z004,2025-02-01,256.0
Z004,2025-02-02,151.0
Z004,2025-02-03,571.0
Z004,2025-02-04,159.0
Z004,2025-02-05,246.0
Z004,2025-02-06,574.0
Z004,2025-02-07,142.0
Z004,2025-02-08,896.0
Z004,2025-02-09,676.0
Z004,2025-02-10,608.0
Z004,2025-02-11,334.0
Z004,2025-02-12,278.0
Z004,2025-02-13,915.0
Z004,2025-02-14,316.0
Z004,2025-02-15,967.0
Z004,2025-02-16,619.0
Z004,2025-02-17,718.0
Z004,2025-02-18,237.0
Z004,2025-02-19,774.0
Z004,2025-02-20,286.0
Z004,2025-02-21,246.0
Z004,2025-02-22,432.0
Z004,2025-02-23,502.0
Z004,2025-02-24,80.0
Z004,2025-02-25,758.0
Z004,2025-02-26,961.0
Z004,2025-02-27,282.0
Z004,2025-02-28,827.0
Z004,2025-03-01,902.0
Z004,2025-03-02,805.0
Z004,2025-03-03,439.0
Z004,2025-03-04,619.0
Z004,2025-03-05,412.0
Z004,2025-03-06,653.0
Z004,2025-03-07,679.0
Z004,2025-03-08,
Z004,2025-03-09,641.0
Z004,2025-03-10,176.0
Z004,2025-03-11,632.0
Z004,2025-03-12,361.0
Z004,2025-03-13,
Z004,2025-03-14,992.0
Z004,2025-03-15,428.0
Z004,2025-03-16,293.0
Z004,2025-03-17,192.0
Z004,2025-03-18,256.0
Z004,2025-03-19,218.0
Z004,2025-03-20,207.0
Z004,2025-03-21,850.0
Z004,2025-03-22,3.0
Z004,2025-03-23,632.0
Z004,2025-03-24,513.0
Z004,2025-03-25,248.0
Z004,2025-03-26,
Z004,2025-03-27,363.0
Z004,2025-03-28,302.0
Z004,2025-03-29,657.0
Z004,2025-03-30,847.0
Z004,2025-03-31,998.0
Z005,2025-01-01,846.0
Z005,2025-01-02,775.0
Z005,2025-01-03,328.0
Z005,2025-01-04,593.0
Z005,2025-01-05,225.0
Z005,2025-01-06,601.0
Z005,2025-01-07,104.0
Z005,2025-01-08,484.0
Z005,2025-01-09,714.0
Z005,2025-01-10,569.0
Z005,2025-01-11,806.0
Z005,2025-01-12,61.0
Z005,2025-01-13,1.0
Z005,2025-01-14,285.0
Z005,2025-01-15,475.0
Z005,2025-01-16,780.0
Z005,2025-01-17,398.0
Z005,2025-01-18,574.0
Z005,2025-01-19,538.0
Z005,2025-01-20,598.0
Z005,2025-01-21,156.0
Z005,2025-01-22,512.0
Z005,2025-01-23,423.0
Z005,2025-01-24,
Z005,2025-01-25,838.0
Z005,2025-01-26,903.0
Z005,2025-01-27,6.0
Z005,2025-01-28,852.0
Z005,2025-01-29,185.0
Z005,2025-01-30,364.0
Z005,2025-01-31,858.0
Z005,2025-02-01,424.0
Z005,2025-02-02,766.0
Z005,2025-02-03,
Z005,2025-02-04,253.0
Z005,2025-02-05,340.0
Z005,2025-02-06,377.0
Z005,2025-02-07,530.0
Z005,2025-02-08,613.0
Z005,2025-02-09,
Z005,2025-02-10,46.0
Z005,2025-02-11,66.0
Z005,2025-02-12,194.0
Z005,2025-02-13,67.0
Z005,2025-02-14,683.0
Z005,2025-02-15,91.0
Z005,2025-02-16,740.0
Z005,2025-02-17,103.0
Z005,2025-02-18,219.0
Z005,2025-02-19,313.0
Z005,2025-02-20,
Z005,2025-02-21,366.0
Z005,2025-02-22,425.0
Z005,2025-02-23,459.0
Z005,2025-02-24,165.0
Z005,2025-02-25,
Z005,2025-02-26,689.0
Z005,2025-02-27,250.0
Z005,2025-02-28,48.0
Z005,2025-03-01,497.0
Z005,2025-03-02,778.0
Z005,2025-03-03,439.0
Z005,2025-03-04,886.0
Z005,2025-03-05,640.0
Z005,2025-03-06,
Z005,2025-03-07,835.0
Z005,2025-03-08,813.0
Z005,2025-03-09,177.0
Z005,2025-03-10,761.0
Z005,2025-03-11,799.0
Z005,2025-03-12,772.0
Z005,2025-03-13,700.0
Z005,2025-03-14,899.0
Z005,2025-03-15,304.0
Z005,2025-03-16,298.0
Z005,2025-03-17,431.0
Z005,2025-03-18,992.0
Z005,2025-03-19,764.0
Z005,2025-03-20,190.0
Z005,2025-03-21,526.0
Z005,2025-03-22,903.0
Z005,2025-03-23,500.0
Z005,2025-03-24,672.0
Z005,2025-03-25,881.0
Z005,2025-03-26,659.0
Z005,2025-03-27,728.0
Z005,2025-03-28,225.0
Z005,2025-03-29,574.0
Z005,2025-03-30,72.0
Z005,2025-03-31,299.0
Z006,2025-01-01,271.0
Z006,2025-01-02,140.0
Z006,2025-01-03,242.0
Z006,2025-01-04,901.0
Z006,2025-01-05,759.0
Z006,2025-01-06,
Z006,2025-01-07,371.0
Z006,2025-01-08,667.0
Z006,2025-01-09,677.0
Z006,2025-01-10,844.0
Z006,2025-01-11,689.0
Z006,2025-01-12,842.0
Z006,2025-01-13,90.0
Z006,2025-01-14,823.0
Z006,2025-01-15,950.0
Z006,2025-01-16,981.0
Z006,2025-01-17,
Z006,2025-01-18,29.0
Z006,2025-01-19,813.0
Z006,2025-01-20,307.0
Z006,2025-01-21,374.0
Z006,2025-01-22,886.0
Z006,2025-01-23,758.0
Z006,2025-01-24,724.0
Z006,2025-01-25,840.0
Z006,2025-01-26,749.0
Z006,2025-01-27,331.0
Z006,2025-01-28,206.0
Z006,2025-01-29,721.0
Z006,2025-01-30,774.0
Z006,2025-01-31,348.0
Z006,2025-02-01,665.0
Z006,2025-02-02,405.0
Z006,2025-02-03,744.0
Z006,2025-02-04,538.0
Z006,2025-02-05,
Z006,2025-02-06,225.0
Z006,2025-02-07,684.0
Z006,2025-02-08,165.0
Z006,2025-02-09,10.0
Z006,2025-02-10,277.0
Z006,2025-02-11,351.0
Z006,2025-02-12,227.0
Z006,2025-02-13,252.0
Z006,2025-02-14,779.0
Z006,2025-02-15,
Z006,2025-02-16,699.0
Z006,2025-02-17,401.0
Z006,2025-02-18,904.0
Z006,2025-02-19,
Z006,2025-02-20,36.0
Z006,2025-02-21,17.0
Z006,2025-02-22,569.0
Z006,2025-02-23,732.0
Z006,2025-02-24,285.0
Z006,2025-02-25,525.0
Z006,2025-02-26,993.0
Z006,2025-02-27,209.0
Z006,2025-02-28,288.0
Z006,2025-03-01,840.0
Z006,2025-03-02,235.0
Z006,2025-03-03,561.0
Z006,2025-03-04,911.0
Z006,2025-03-05,134.0
Z006,2025-03-06,126.0
Z006,2025-03-07,
Z006,2025-03-08,186.0
Z006,2025-03-09,322.0
Z006,2025-03-10,486.0
Z006,2025-03-11,133.0
Z006,2025-03-12,514.0
Z006,2025-03-13,782.0
Z006,2025-03-14,308.0
Z006,2025-03-15,441.0
Z006,2025-03-16,450.0
Z006,2025-03-17,617.0
Z006,2025-03-18,818.0
Z006,2025-03-19,437.0
Z006,2025-03-20,278.0
Z006,2025-03-21,192.0
Z006,2025-03-22,24.0
Z006,2025-03-23,874.0
Z006,2025-03-24,352.0
Z006,2025-03-25,3.0
Z006,2025-03-26,693.0
Z006,2025-03-27,556.0
Z006,2025-03-28,
Z006,2025-03-29,160.0
Z006,2025-03-30,448.0
Z006,2025-03-31,359.0
Z007,2025-01-01,764.0
Z007,2025-01-02,535.0
Z007,2025-01-03,863.0
Z007,2025-01-04,44.0
Z007,2025-01-05,823.0
Z007,2025-01-06,300.0
Z007,2025-01-07,410.0
Z007,2025-01-08,452.0
Z007,2025-01-09,490.0
Z007,2025-01-10,943.0
Z007,2025-01-11,412.0
Z007,2025-01-12,40.0
Z007,2025-01-13,219.0
Z007,2025-01-14,202.0
Z007,2025-01-15,487.0
Z007,2025-01-16,285.0
Z007,2025-01-17,87.0
Z007,2025-01-18,
Z007,2025-01-19,217.0
Z007,2025-01-20,321.0
Z007,2025-01-21,865.0
Z007,2025-01-22,500.0
Z007,2025-01-23,207.0
Z007,2025-01-24,758.0
Z007,2025-01-25,129.0
Z007,2025-01-26,121.0
Z007,2025-01-27,907.0
Z007,2025-01-28,6.0
Z007,2025-01-29,50.0
Z007,2025-01-30,826.0
Z007,2025-01-31,717.0
Z007,2025-02-01,287.0
Z007,2025-02-02,454.0
Z007,2025-02-03,692.0
Z007,2025-02-04,
Z007,2025-02-05,437.0
Z007,2025-02-06,946.0
Z007,2025-02-07,994.0
Z007,2025-02-08,209.0
Z007,2025-02-09,991.0
Z007,2025-02-10,76.0
Z007,2025-02-11,201.0
Z007,2025-02-12,750.0
Z007,2025-02-13,267.0
Z007,2025-02-14,506.0
Z007,2025-02-15,258.0
Z007,2025-02-16,213.0
Z007,2025-02-17,83.0
Z007,2025-02-18,72.0
Z007,2025-02-19,393.0
Z007,2025-02-20,107.0
Z007,2025-02-21,571.0
Z007,2025-02-22,631.0
Z007,2025-02-23,881.0
Z007,2025-02-24,369.0
Z007,2025-02-25,833.0
Z007,2025-02-26,856.0
Z007,2025-02-27,563.0
Z007,2025-02-28,235.0
Z007,2025-03-01,879.0
Z007,2025-03-02,134.0
Z007,2025-03-03,824.0
Z007,2025-03-04,706.0
Z007,2025-03-05,452.0
Z007,2025-03-06,80.0
Z007,2025-03-07,883.0
Z007,2025-03-08,890.0
Z007,2025-03-09,855.0
Z007,2025-03-10,50.0
Z007,2025-03-11,646.0
Z007,2025-03-12,626.0
Z007,2025-03-13,749.0
Z007,2025-03-14,
Z007,2025-03-15,350.0
Z007,2025-03-16,780.0
Z007,2025-03-17,420.0
Z007,2025-03-18,899.0
Z007,2025-03-19,778.0
Z007,2025-03-20,959.0
Z007,2025-03-21,
Z007,2025-03-22,13.0
Z007,2025-03-23,721.0
Z007,2025-03-24,903.0
Z007,2025-03-25,288.0
Z007,2025-03-26,520.0
Z007,2025-03-27,410.0
Z007,2025-03-28,431.0
Z007,2025-03-29,547.0
Z007,2025-03-30,276.0
Z007,2025-03-31,495.0
Z008,2025-01-01,739.0
Z008,2025-01-02,914.0
Z008,2025-01-03,657.0
Z008,2025-01-04,269.0
Z008,2025-01-05,701.0
Z008,2025-01-06,
Z008,2025-01-07,770.0
Z008,2025-01-08,674.0
Z008,2025-01-09,613.0
Z008,2025-01-10,863.0
Z008,2025-01-11,67.0
Z008,2025-01-12,110.0
Z008,2025-01-13,500.0
Z008,2025-01-14,67.0
Z008,2025-01-15,780.0
Z008,2025-01-16,727.0
Z008,2025-01-17,136.0
Z008,2025-01-18,278.0
Z008,2025-01-19,520.0
Z008,2025-01-20,560.0
Z008,2025-01-21,177.0
Z008,2025-01-22,113.0
Z008,2025-01-23,154.0
Z008,2025-01-24,
Z008,2025-01-25,328.0
Z008,2025-01-26,284.0
Z008,2025-01-27,353.0
Z008,2025-01-28,556.0
Z008,2025-01-29,341.0
Z008,2025-01-30,422.0
Z008,2025-01-31,521.0
Z008,2025-02-01,209.0
Z008,2025-02-02,302.0
Z008,2025-02-03,
Z008,2025-02-04,656.0
Z008,2025-02-05,446.0
Z008,2025-02-06,37.0
Z008,2025-02-07,199.0
Z008,2025-02-08,249.0
Z008,2025-02-09,926.0
Z008,2025-02-10,42.0
Z008,2025-02-11,881.0
Z008,2025-02-12,626.0
Z008,2025-02-13,826.0
Z008,2025-02-14,191.0
Z008,2025-02-15,984.0
Z008,2025-02-16,341.0
Z008,2025-02-17,34.0
Z008,2025-02-18,212.0
Z008,2025-02-19,908.0
Z008,2025-02-20,679.0
Z008,2025-02-21,592.0
Z008,2025-02-22,133.0
Z008,2025-02-23,556.0
Z008,2025-02-24,545.0
Z008,2025-02-25,743.0
Z008,2025-02-26,268.0
Z008,2025-02-27,
Z008,2025-02-28,320.0
Z008,2025-03-01,977.0
Z008,2025-03-02,
Z008,2025-03-03,906.0
Z008,2025-03-04,176.0
Z008,2025-03-05,43.0
Z008,2025-03-06,859.0
Z008,2025-03-07,259.0
Z008,2025-03-08,544.0
Z008,2025-03-09,96.0
Z008,2025-03-10,447.0
Z008,2025-03-11,558.0
Z008,2025-03-12,270.0
Z008,2025-03-13,804.0
Z008,2025-03-14,503.0
Z008,2025-03-15,222.0
Z008,2025-03-16,87.0
Z008,2025-03-17,199.0
Z008,2025-03-18,366.0
Z008,2025-03-19,308.0
Z008,2025-03-20,608.0
Z008,2025-03-21,46.0
Z008,2025-03-22,272.0
Z008,2025-03-23,321.0
Z008,2025-03-24,156.0
Z008,2025-03-25,68.0
Z008,2025-03-26,743.0
Z008,2025-03-27,244.0
Z008,2025-03-28,445.0
Z008,2025-03-29,681.0
Z008,2025-03-30,351.0
Z008,2025-03-31,947.0
Z009,2025-01-01,927.0
Z009,2025-01-02,883.0
Z009,2025-01-03,58.0
Z009,2025-01-04,357.0
Z009,2025-01-05,805.0
Z009,2025-01-06,759.0
Z009,2025-01-07,145.0
Z009,2025-01-08,586.0
Z009,2025-01-09,923.0
Z009,2025-01-10,793.0
Z009,2025-01-11,676.0
Z009,2025-01-12,947.0
Z009,2025-01-13,296.0
Z009,2025-01-14,299.0
Z009,2025-01-15,703.0
Z009,2025-01-16,
Z009,2025-01-17,149.0
Z009,2025-01-18,347.0
Z009,2025-01-19,118.0
Z009,2025-01-20,875.0
Z009,2025-01-21,196.0
Z009,2025-01-22,962.0
Z009,2025-01-23,674.0
Z009,2025-01-24,
Z009,2025-01-25,877.0
Z009,2025-01-26,97.0
Z009,2025-01-27,812.0
Z009,2025-01-28,206.0
Z009,2025-01-29,109.0
Z009,2025-01-30,628.0
Z009,2025-01-31,150.0
Z009,2025-02-01,755.0
Z009,2025-02-02,
Z009,2025-02-03,546.0
Z009,2025-02-04,205.0
Z009,2025-02-05,
Z009,2025-02-06,598.0
Z009,2025-02-07,613.0
Z009,2025-02-08,359.0
Z009,2025-02-09,904.0
Z009,2025-02-10,654.0
Z009,2025-02-11,996.0
Z009,2025-02-12,683.0
Z009,2025-02-13,299.0
Z009,2025-02-14,43.0
Z009,2025-02-15,968.0
Z009,2025-02-16,
Z009,2025-02-17,697.0
Z009,2025-02-18,445.0
Z009,2025-02-19,784.0
Z009,2025-02-20,443.0
Z009,2025-02-21,194.0
Z009,2025-02-22,622.0
Z009,2025-02-23,436.0
Z009,2025-02-24,957.0
Z009,2025-02-25,814.0
Z009,2025-02-26,459.0
Z009,2025-02-27,165.0
Z009,2025-02-28,314.0
Z009,2025-03-01,160.0
Z009,2025-03-02,575.0
Z009,2025-03-03,
Z009,2025-03-04,
Z009,2025-03-05,270.0
Z009,2025-03-06,195.0
Z009,2025-03-07,669.0
Z009,2025-03-08,336.0
Z009,2025-03-09,296.0
Z009,2025-03-10,322.0
Z009,2025-03-11,825.0
Z009,2025-03-12,
Z009,2025-03-13,92.0
Z009,2025-03-14,875.0
Z009,2025-03-15,765.0
Z009,2025-03-16,632.0
Z009,2025-03-17,15.0
Z009,2025-03-18,344.0
Z009,2025-03-19,778.0
Z009,2025-03-20,
Z009,2025-03-21,716.0
Z009,2025-03-22,706.0
Z009,2025-03-23,121.0
Z009,2025-03-24,659.0
Z009,2025-03-25,404.0
Z009,2025-03-26,750.0
Z009,2025-03-27,560.0
Z009,2025-03-28,619.0
Z009,2025-03-29,142.0
Z009,2025-03-30,839.0
Z009,2025-03-31,634.0
Z010,2025-01-01,166.0
Z010,2025-01-02,
Z010,2025-01-03,692.0
Z010,2025-01-04,733.0
Z010,2025-01-05,913.0
Z010,2025-01-06,583.0
Z010,2025-01-07,905.0
Z010,2025-01-08,
Z010,2025-01-09,629.0
Z010,2025-01-10,750.0
Z010,2025-01-11,183.0
Z010,2025-01-12,698.0
Z010,2025-01-13,402.0
Z010,2025-01-14,456.0
Z010,2025-01-15,200.0
Z010,2025-01-16,
Z010,2025-01-17,603.0
Z010,2025-01-18,658.0
Z010,2025-01-19,30.0
Z010,2025-01-20,303.0
Z010,2025-01-21,170.0
Z010,2025-01-22,665.0
Z010,2025-01-23,155.0
Z010,2025-01-24,94.0
Z010,2025-01-25,441.0
Z010,2025-01-26,523.0
Z010,2025-01-27,61.0
Z010,2025-01-28,357.0
Z010,2025-01-29,14.0
Z010,2025-01-30,898.0
Z010,2025-01-31,220.0
Z010,2025-02-01,437.0
Z010,2025-02-02,135.0
Z010,2025-02-03,257.0
Z010,2025-02-04,
Z010,2025-02-05,514.0
Z010,2025-02-06,541.0
Z010,2025-02-07,480.0
Z010,2025-02-08,291.0
Z010,2025-02-09,340.0
Z010,2025-02-10,418.0
Z010,2025-02-11,207.0
Z010,2025-02-12,585.0
Z010,2025-02-13,427.0
Z010,2025-02-14,896.0
Z010,2025-02-15,0.0
Z010,2025-02-16,543.0
Z010,2025-02-17,167.0
Z010,2025-02-18,656.0
Z010,2025-02-19,645.0
Z010,2025-02-20,452.0
Z010,2025-02-21,474.0
Z010,2025-02-22,225.0
Z010,2025-02-23,0.0
Z010,2025-02-24,485.0
Z010,2025-02-25,438.0
Z010,2025-02-26,159.0
Z010,2025-02-27,480.0
Z010,2025-02-28,954.0
Z010,2025-03-01,702.0
Z010,2025-03-02,936.0
Z010,2025-03-03,120.0
Z010,2025-03-04,722.0
Z010,2025-03-05,78.0
Z010,2025-03-06,649.0
Z010,2025-03-07,41.0
Z010,2025-03-08,345.0
Z010,2025-03-09,978.0
Z010,2025-03-10,996.0
Z010,2025-03-11,193.0
Z010,2025-03-12,967.0
Z010,2025-03-13,616.0
Z010,2025-03-14,458.0
Z010,2025-03-15,823.0
Z010,2025-03-16,745.0
Z010,2025-03-17,180.0
Z010,2025-03-18,452.0
Z010,2025-03-19,906.0
Z010,2025-03-20,911.0
Z010,2025-03-21,696.0
Z010,2025-03-22,98.0
Z010,2025-03-23,922.0
Z010,2025-03-24,74.0
Z010,2025-03-25,867.0
Z010,2025-03-26,413.0
Z010,2025-03-27,
Z010,2025-03-28,898.0
Z010,2025-03-29,
Z010,2025-03-30,755.0
Z010,2025-03-31,919.0
Z011,2025-01-01,260.0
Z011,2025-01-02,524.0
Z011,2025-01-03,298.0
Z011,2025-01-04,
Z011,2025-01-05,801.0
Z011,2025-01-06,854.0
Z011,2025-01-07,683.0
Z011,2025-01-08,
Z011,2025-01-09,271.0
Z011,2025-01-10,
Z011,2025-01-11,425.0
Z011,2025-01-12,655.0
Z011,2025-01-13,517.0
Z011,2025-01-14,8.0
Z011,2025-01-15,434.0
Z011,2025-01-16,27.0
Z011,2025-01-17,961.0
Z011,2025-01-18,636.0
Z011,2025-01-19,618.0
Z011,2025-01-20,
Z011,2025-01-21,850.0
Z011,2025-01-22,378.0
Z011,2025-01-23,103.0
Z011,2025-01-24,410.0
Z011,2025-01-25,718.0
Z011,2025-01-26,331.0
Z011,2025-01-27,936.0
Z011,2025-01-28,247.0
Z011,2025-01-29,788.0
Z011,2025-01-30,692.0
Z011,2025-01-31,501.0
Z011,2025-02-01,497.0
Z011,2025-02-02,832.0
Z011,2025-02-03,656.0
Z011,2025-02-04,172.0
Z011,2025-02-05,268.0
Z011,2025-02-06,922.0
Z011,2025-02-07,800.0
Z011,2025-02-08,770.0
Z011,2025-02-09,33.0
Z011,2025-02-10,880.0
Z011,2025-02-11,564.0
Z011,2025-02-12,266.0
Z011,2025-02-13,
